Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,1 18,,,1 19,,,1 20,,,1 21,,,1 22,,,1 23,,,1 24,,,1 25,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1927,0,1611.18,-59.8891,22.8702,459.095,386.659,24.0368,824.672,1020.46,32.1209,1621.87,429.738,28.7179,1139,443.552,26.1547,2226.9,738.388,30.3462,2274.7,-57.0339,34.3573,546.107,-353.307,28.301,1896.3,-658.359,33.3719,1563.69,1126.71,26.3845,1124.58,-51.0714,23.3291,1235.23,-721.207,21.2735,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,0,1611.16,-59.8965,22.864,459.096,386.688,24.0532,824.685,1020.45,32.1593,1621.69,429.577,28.6867,1139.01,443.548,26.1819,2227.06,738.005,30.8008,2274.76,-57.0544,34.4494,546.014,-353.242,28.3467,1896.3,-658.505,33.7895,1563.64,1126.72,26.3584,1124.65,-51.0813,23.3662,1235.12,-721.166,21.3132,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,0,1611.16,-59.8846,22.8477,459.07,386.663,24.0619,824.729,1020.42,32.1373,1621.69,429.589,28.6779,1139.03,443.567,26.1689,2226.86,738.399,30.2835,2274.72,-57.0485,34.4064,546.146,-353.27,28.2862,1896.24,-658.317,33.2525,1563.69,1126.72,26.404,1124.58,-51.0578,23.3531,1235.13,-721.169,21.3619,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,0,1611.17,-59.8784,22.8433,459.122,386.689,24.0258,824.676,1020.44,32.0882,1621.88,429.694,28.7026,1139.03,443.561,26.178,2226.89,738.433,30.293,2274.68,-57.0698,34.3461,545.963,-353.171,28.325,1896.26,-658.338,33.3002,1563.61,1126.74,26.3276,1125.55,-50.5942,23.9507,1235.24,-721.149,21.347,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,0,1611.17,-59.8561,22.8422,459.184,386.623,24.0516,824.707,1020.41,32.0884,1621.69,429.582,28.6828,1139,443.582,26.1435,2226.89,738.376,30.3164,2274.66,-57.0644,34.3496,546.322,-353.664,28.4266,1896.29,-658.395,33.5649,1563.61,1126.77,26.296,1125.55,-50.6342,23.9126,1235.28,-721.205,21.4436,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,0,1611.26,-59.7929,22.9997,459.194,386.624,24.0967,824.682,1020.45,32.1039,1621.69,429.575,28.692,1138.99,443.539,26.1503,2226.87,738.405,30.26,2274.68,-57.0343,34.3021,546.078,-353.291,28.3463,1896.29,-658.414,33.3971,1563.66,1126.74,26.3767,1124.61,-51.0253,23.4045,1235.14,-721.222,21.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,0,1611.18,-59.8838,22.8465,459,386.676,24.0359,824.715,1020.43,32.1446,1621.87,429.72,28.7421,1138.98,443.561,26.1512,2227.05,737.969,30.8233,2274.69,-57.054,34.3293,546.431,-353.643,28.415,1896.25,-658.49,33.639,1563.65,1126.75,26.4056,1124.61,-51.0345,23.4022,1235.05,-721.197,21.3222,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,0,1611.17,-59.8734,22.8324,459.265,386.629,24.0961,824.708,1020.44,32.1072,1621.7,429.594,28.6942,1139,443.544,26.1507,2226.9,738.446,30.3027,2274.68,-57.0536,34.3808,546.061,-353.292,28.3359,1896.36,-658.457,33.4515,1563.65,1126.7,26.3584,1124.58,-51.0348,23.3811,1235.21,-721.275,21.3618,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,0,1611.18,-59.879,22.8581,459.189,386.627,24.1013,824.675,1020.44,32.0428,1621.72,429.568,28.6976,1138.98,443.56,26.0987,2227.07,737.992,30.8084,2274.66,-57.0665,34.3772,545.897,-353.209,28.2857,1896.28,-658.391,33.4882,1563.6,1126.76,26.2721,1124.58,-51.032,23.3621,1235.48,-721.076,21.3736,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,0,1611.18,-59.8667,22.8544,459.017,386.681,23.9697,824.679,1020.47,32.1325,1621.7,429.586,28.6778,1139,443.569,26.1565,2226.87,738.439,30.2563,2274.79,-57.0379,34.4171,546.068,-353.264,28.2878,1896.32,-658.463,33.6473,1563.61,1126.77,26.2991,1124.55,-51.0719,23.3234,1235.47,-721.122,21.3488,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,0,1611.17,-59.8558,22.8515,459.226,386.599,24.1552,824.663,1020.44,32.1026,1621.69,429.588,28.6898,1138.98,443.54,26.1536,2226.91,738.394,30.3514,2274.64,-57.0936,34.3635,546.082,-353.275,28.3323,1896.35,-658.517,33.6719,1563.68,1126.74,26.3638,1125.51,-50.6121,23.8915,1235.26,-721.128,21.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,0,1611.24,-59.7826,22.9532,459.158,386.633,24.0266,824.674,1020.48,32.105,1621.68,429.581,28.7048,1139.02,443.577,26.1974,2226.9,738.369,30.3594,2274.69,-57.0447,34.3431,546.015,-353.208,28.3219,1896.26,-658.415,33.495,1563.61,1126.73,26.3278,1125.48,-50.629,23.8919,1235.49,-721.108,21.5107,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,0,1611.16,-59.8855,22.8451,459.15,386.649,24.0874,824.669,1020.49,32.1201,1621.68,429.598,28.699,1139,443.565,26.1764,2226.92,738.349,30.3934,2274.65,-57.0586,34.3778,546.13,-353.29,28.2625,1896.34,-658.475,33.7026,1563.64,1126.73,26.3396,1124.64,-51.0978,23.3806,1235.32,-721.083,21.3604,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,0,1611.26,-59.7921,22.9925,459.099,386.653,24.1003,824.681,1020.44,32.0758,1621.68,429.582,28.6723,1139.02,443.563,26.1482,2226.91,738.406,30.3029,2274.7,-57.102,34.3785,546.361,-353.612,28.465,1896.26,-658.408,33.4548,1563.67,1126.74,26.3526,1125.55,-50.6549,23.8913,1235.44,-721.137,21.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,0,1611.17,-59.8717,22.8539,459.205,386.628,24.0692,824.683,1020.46,32.0819,1621.69,429.573,28.6864,1139.01,443.551,26.188,2227.09,737.984,30.8258,2274.72,-57.019,34.3926,546.038,-353.23,28.277,1896.25,-658.379,33.2556,1563.68,1126.73,26.3798,1125.49,-50.6326,23.8623,1235.53,-721.108,21.3807,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,0,1611.18,-59.887,22.843,459.124,386.638,24.0408,824.695,1020.45,32.136,1621.68,429.556,28.6987,1138.98,443.582,26.1816,2227.06,737.989,30.8124,2274.68,-57.0711,34.4615,546.408,-353.641,28.3753,1896.39,-658.553,33.8552,1563.66,1126.72,26.391,1124.55,-51.068,23.355,1235.29,-721.165,21.296,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,0,1611.25,-59.7861,23.0161,459.098,386.661,23.995,824.754,1020.39,32.1373,1621.65,429.585,28.6747,1138.99,443.578,26.1416,2227.05,737.98,30.807,2274.68,-57.0411,34.3751,546.142,-353.365,28.3305,1896.22,-658.364,33.2959,1563.66,1126.74,26.3561,1124.53,-51.0438,23.3395,1235.45,-721.101,21.408,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,0,1611.18,-59.8689,22.8538,459.094,386.666,24.0848,824.673,1020.45,32.096,1621.66,429.551,28.6706,1139.02,443.565,26.196,2227.06,737.963,30.8256,2274.73,-57.0354,34.352,546.163,-353.371,28.3793,1896.28,-658.421,33.4203,1563.6,1126.76,26.2816,1125.44,-50.6005,23.8886,1235.25,-721.179,21.2846,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,0,1611.19,-59.8834,22.8497,459.213,386.63,24.111,824.702,1020.44,32.0979,1621.66,429.561,28.6633,1138.96,443.562,26.1461,2226.9,738.394,30.319,2274.73,-57.0201,34.4099,546.152,-353.321,28.3024,1896.25,-658.368,33.3556,1563.63,1126.75,26.3213,1125.47,-50.6061,23.8861,1235.46,-721.053,21.3014,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,0,1611.24,-59.8135,22.978,459.172,386.614,24.0176,824.716,1020.4,32.1179,1621.67,429.554,28.6848,1139,443.572,26.1577,2226.92,738.388,30.3248,2274.67,-57.0361,34.3452,546.183,-353.292,28.286,1896.21,-658.337,33.3011,1563.67,1126.75,26.349,1125.48,-50.6782,23.8701,1235.33,-721.094,21.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,0,1611.25,-59.8088,22.9877,459.202,386.588,24.055,824.655,1020.44,32.0764,1621.68,429.545,28.7077,1138.98,443.537,26.1318,2227.06,737.978,30.8439,2274.79,-56.9642,34.4671,545.892,-353.214,28.2748,1896.36,-658.463,33.6466,1563.68,1126.72,26.3838,1125.5,-50.6217,23.8787,1235.37,-721.127,21.3922,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,0,1611.17,-59.8782,22.8569,459.201,386.604,24.0508,824.666,1020.46,32.1089,1621.66,429.562,28.672,1138.95,443.563,26.121,2226.91,738.389,30.35,2274.69,-57.0529,34.3333,546.05,-353.253,28.2709,1896.31,-658.47,33.7007,1563.67,1126.75,26.3769,1125.45,-50.595,23.8474,1235.33,-721.146,21.3029,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,0,1611.17,-59.8791,22.8235,459.151,386.611,24.0168,824.676,1020.46,32.085,1621.66,429.562,28.681,1139.02,443.567,26.1764,2227.05,737.985,30.7697,2274.66,-57.0589,34.3421,546.003,-353.243,28.2437,1896.39,-658.584,33.6119,1563.65,1126.73,26.3189,1125.53,-50.6085,23.8981,1235.14,-721.165,21.2458,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,0,1611.11,-59.9279,23.0089,459.074,386.655,24.0196,824.696,1020.47,32.1414,1621.68,429.553,28.6841,1138.98,443.55,26.161,2226.92,738.378,30.35,2274.69,-57.0804,34.3947,546.045,-353.221,28.2777,1896.28,-658.462,33.4149,1563.61,1126.75,26.3262,1124.59,-51.1012,23.3422,1235.62,-721.003,21.4971,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,0,1611.16,-59.8879,22.9053,459.098,386.669,24.031,824.658,1020.49,32.1276,1621.66,429.536,28.6926,1139.01,443.563,26.1823,2226.9,738.366,30.3448,2274.67,-57.0458,34.3546,546.117,-353.231,28.3605,1896.28,-658.438,33.5339,1563.64,1126.74,26.3448,1124.59,-51.0678,23.371,1235.45,-721.039,21.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,0,1611.17,-59.9082,22.8853,459.127,386.608,24.0322,824.731,1020.43,32.1662,1621.86,429.708,28.7185,1138.97,443.555,26.1207,2227.07,737.958,30.8668,2274.7,-57.0689,34.3983,546.464,-353.708,28.4845,1896.22,-658.365,33.3539,1563.61,1126.76,26.2876,1124.59,-51.0388,23.3831,1235.4,-720.671,21.5451,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,0,1611.23,-59.8047,23.0274,459.105,386.663,24.0291,824.692,1020.46,32.1145,1621.69,429.584,28.6788,1139,443.56,26.1334,2226.92,738.364,30.3707,2274.69,-57.0531,34.3354,546.421,-353.647,28.4814,1896.31,-658.34,33.3945,1563.61,1126.74,26.3158,1125.4,-50.6215,23.8536,1235.36,-721.025,21.3403,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,0,1611.16,-59.8812,22.8878,459.074,386.683,24.0645,824.708,1020.44,32.0854,1621.68,429.589,28.665,1139,443.558,26.1511,2227.07,737.983,30.8131,2274.66,-57.0469,34.3216,546.109,-353.322,28.3198,1896.31,-658.434,33.6188,1563.66,1126.73,26.3746,1125.5,-50.5844,23.9119,1235.44,-721.119,21.4439,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,0,1611.14,-59.9386,23.0323,459.067,386.656,24.0133,824.672,1020.46,32.116,1621.69,429.588,28.6928,1139.02,443.582,26.1506,2227.07,737.965,30.8285,2274.67,-57.0516,34.3714,545.942,-353.209,28.2825,1896.2,-658.311,33.1914,1563.62,1126.74,26.3288,1125.44,-50.6244,23.8988,1235.4,-721.022,21.3727,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,0,1611.12,-59.9303,23.0433,459.2,386.63,24.0972,824.666,1020.47,32.1115,1621.71,429.569,28.6943,1138.98,443.555,26.1605,2227.07,737.974,30.836,2274.67,-57.0704,34.3882,546.021,-353.293,28.2905,1896.26,-658.379,33.4891,1563.64,1126.74,26.3155,1124.59,-51.0581,23.3486,1235.45,-720.963,21.2939,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,0,1611.18,-59.8878,22.8855,459.091,386.667,24.0929,824.602,1020.47,32.1214,1621.67,429.585,28.6713,1138.96,443.558,26.1346,2226.93,738.342,30.4014,2274.72,-57.0689,34.4037,546.417,-353.677,28.4564,1896.22,-658.35,33.2288,1563.66,1126.73,26.3404,1125.49,-50.6434,23.8595,1235.31,-721.088,21.4131,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,0,1611.23,-59.7942,23,459.132,386.664,24.0852,824.678,1020.44,32.137,1621.67,429.563,28.6985,1138.99,443.561,26.1541,2227.07,738.026,30.8011,2274.65,-57.0621,34.3507,546.55,-353.704,28.4609,1896.3,-658.525,33.6795,1563.62,1126.77,26.3507,1125.43,-50.6073,23.87,1235.29,-721.037,21.3678,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,0,1611.25,-59.8036,23.0115,459.187,386.595,24.0172,824.709,1020.42,32.1057,1621.86,429.715,28.7205,1138.99,443.55,26.1514,2226.91,738.349,30.3748,2274.69,-57.0664,34.4012,546.408,-353.657,28.4116,1896.25,-658.312,33.1976,1563.65,1126.77,26.3265,1124.63,-51.0976,23.3536,1235.41,-721.064,21.4363,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,0,1611.18,-59.9014,22.8752,459.176,386.654,24.0923,824.771,1020.36,32.134,1621.69,429.588,28.6715,1139.01,443.61,26.1113,2227.07,737.986,30.8085,2274.73,-57.014,34.4085,546.228,-353.331,28.363,1896.31,-658.374,33.4634,1563.65,1126.72,26.3513,1125.49,-50.6561,23.8616,1235.28,-721.035,21.3307,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,0,1611.17,-59.8705,22.8605,459.115,386.663,24.0496,824.695,1020.42,32.1058,1621.69,429.583,28.6807,1139.03,443.538,26.1569,2226.88,738.427,30.2884,2274.6,-57.0984,34.3134,546.167,-353.336,28.3094,1896.25,-658.429,33.4604,1563.65,1126.76,26.3657,1125.49,-50.6066,23.8753,1235.4,-721.114,21.4045,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,0,1611.24,-59.8072,22.9977,459.04,386.637,24.0449,824.703,1020.42,32.1343,1621.69,429.592,28.6793,1139.01,443.546,26.185,2226.92,738.344,30.3975,2274.7,-57.0196,34.3902,546.109,-353.271,28.3004,1896.31,-658.488,33.5428,1563.63,1126.74,26.3364,1124.58,-51.0883,23.3375,1235.23,-721.083,21.3792,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,0,1611.18,-59.8661,22.8738,459.122,386.65,24.0555,824.703,1020.41,32.1165,1621.7,429.583,28.7057,1139,443.577,26.1496,2226.93,738.363,30.3679,2274.67,-57.073,34.4093,546.299,-353.662,28.439,1896.32,-658.533,33.7807,1563.63,1126.75,26.2997,1125.52,-50.6685,23.8918,1235.31,-721.085,21.4367,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,0,1611.17,-59.8789,22.8758,459.188,386.632,24.106,824.639,1020.45,32.054,1621.68,429.576,28.6836,1138.99,443.573,26.1187,2226.93,738.385,30.3709,2274.72,-57.0467,34.3651,546.123,-353.246,28.3212,1896.24,-658.433,33.4749,1563.63,1126.73,26.3272,1124.58,-51.0507,23.3629,1235.37,-721.152,21.4849,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,0,1611.17,-59.8918,22.8646,459.127,386.625,24.0443,824.662,1020.45,32.1043,1621.87,429.714,28.7281,1139,443.55,26.1346,2227.05,737.983,30.7973,2274.79,-57.0139,34.5113,546.118,-353.295,28.3354,1896.21,-658.344,33.2393,1563.59,1126.76,26.262,1124.56,-51.0757,23.3476,1235.32,-721.177,21.4142,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,0,1611.23,-59.8005,22.9752,459.072,386.658,24.0108,824.695,1020.42,32.1155,1621.7,429.593,28.6777,1139.01,443.563,26.1482,2227.05,737.949,30.798,2274.64,-57.0541,34.3623,546.015,-353.288,28.2792,1896.36,-658.489,33.4716,1563.62,1126.75,26.3257,1125.46,-50.6385,23.8524,1235.06,-721.294,21.262,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,0,1611.21,-59.806,22.9388,459.147,386.619,24.0668,824.657,1020.43,32.0984,1621.84,429.723,28.7101,1139,443.588,26.134,2226.9,738.373,30.3382,2274.72,-57.0171,34.3978,546.166,-353.338,28.3412,1896.28,-658.501,33.5889,1563.67,1126.73,26.4006,1124.61,-51.0705,23.3657,1235.52,-721.057,21.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,0,1611.21,-59.8217,22.9304,459.177,386.65,24.0851,824.655,1020.5,32.1392,1621.87,429.725,28.7157,1139,443.564,26.1598,2226.94,738.34,30.4109,2274.64,-57.0794,34.3195,546.396,-353.678,28.424,1896.29,-658.398,33.4519,1563.65,1126.72,26.3353,1124.51,-51.0327,23.3451,1235.23,-721.139,21.2213,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,0,1611.26,-59.7792,22.9981,459.183,386.618,24.0608,824.671,1020.46,32.088,1621.7,429.58,28.6774,1139,443.54,26.1495,2227.05,737.975,30.8111,2274.71,-57.0565,34.4007,546.131,-353.327,28.3048,1896.2,-658.318,33.1578,1563.63,1126.75,26.3412,1124.62,-51.1069,23.3451,1235.34,-721.188,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,0,1611.26,-59.7862,22.9889,459.135,386.647,24.0937,824.655,1020.48,32.0827,1621.7,429.585,28.6895,1138.99,443.571,26.1468,2226.91,738.384,30.3437,2274.69,-57.0475,34.3721,546.084,-353.27,28.322,1896.28,-658.434,33.5253,1563.62,1126.75,26.3091,1124.65,-51.0964,23.377,1235.43,-721.064,21.4422,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,0,1611.27,-59.7754,23.0012,459.13,386.635,24.0435,824.722,1020.43,32.1245,1621.68,429.586,28.684,1139,443.543,26.1729,2227.05,737.988,30.8132,2274.62,-57.0715,34.3209,546.368,-353.679,28.4319,1896.4,-658.6,33.7997,1563.63,1126.75,26.344,1124.6,-51.0348,23.3759,1235.39,-721.141,21.4263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,0,1611.29,-59.7485,23.0353,459.114,386.673,24.1149,824.829,1020.3,32.1739,1621.69,429.566,28.6956,1139.01,443.543,26.1684,2227.06,738,30.787,2274.66,-57.0639,34.3325,546.345,-353.667,28.4376,1896.4,-658.581,33.8294,1563.64,1126.75,26.3349,1125.49,-50.6501,23.9062,1235.48,-721.072,21.3503,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,0,1611.17,-59.8822,22.862,459.125,386.655,24.1135,824.652,1020.46,32.1303,1621.88,429.715,28.731,1138.99,443.547,26.1616,2226.89,738.423,30.3023,2274.73,-57.0799,34.4433,546.12,-353.323,28.311,1896.3,-658.426,33.3604,1563.61,1126.78,26.3313,1124.5,-51.0398,23.3549,1235.32,-721.095,21.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,0,1611.24,-59.8009,22.9535,459.071,386.667,24.05,824.67,1020.46,32.0798,1621.69,429.582,28.6843,1138.99,443.587,26.13,2226.9,738.351,30.3377,2274.71,-57.0654,34.4651,546.363,-353.658,28.4556,1896.24,-658.301,33.2126,1563.62,1126.75,26.318,1124.57,-51.0917,23.2981,1235.2,-721.136,21.3095,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,0,1611.14,-59.9339,23.0144,459.162,386.67,24.0733,824.686,1020.45,32.0752,1621.7,429.585,28.6797,1139,443.577,26.1375,2226.9,738.442,30.2682,2274.69,-57.0735,34.3687,546.131,-353.287,28.2645,1896.26,-658.401,33.4795,1563.63,1126.76,26.3157,1125.49,-50.5734,23.8938,1235.38,-721.081,21.3989,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,0,1611.15,-59.8789,22.8576,459.155,386.681,24.0551,824.668,1020.46,32.0725,1621.85,429.711,28.7059,1138.99,443.553,26.1474,2227.06,737.969,30.8171,2274.68,-57.029,34.3666,546.361,-353.657,28.4022,1896.21,-658.351,33.2806,1563.61,1126.76,26.2965,1125.46,-50.5966,23.87,1235.4,-721.14,21.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,0,1611.23,-59.7973,23.0067,459.114,386.672,24.0236,824.662,1020.46,32.1149,1621.69,429.583,28.6983,1138.98,443.58,26.1533,2226.91,738.281,30.406,2274.81,-56.9959,34.4723,546.37,-353.675,28.3133,1896.33,-658.394,33.4709,1563.63,1126.76,26.3446,1124.58,-51.0642,23.3666,1235.2,-720.767,21.3253,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,0,1611.16,-59.8736,22.8757,459.091,386.66,24.0537,824.731,1020.42,32.141,1621.69,429.568,28.679,1138.99,443.589,26.1648,2227.06,737.993,30.8125,2274.69,-57.0407,34.3853,546.388,-353.654,28.3883,1896.3,-658.479,33.6465,1563.64,1126.74,26.358,1125.55,-50.615,23.9038,1235.43,-721.149,21.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,0,1611.12,-59.9297,23.0094,459.132,386.673,24.0543,824.683,1020.44,32.0956,1621.71,429.577,28.6837,1138.98,443.532,26.1719,2226.88,738.443,30.2789,2274.68,-57.0741,34.3874,546.205,-353.292,28.31,1896.24,-658.311,33.348,1563.65,1126.72,26.3324,1124.58,-51.0376,23.3763,1235.42,-721.151,21.4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,0,1611.17,-59.8928,22.8639,459.071,386.666,24.0143,824.664,1020.46,32.1191,1621.87,429.719,28.6938,1138.99,443.532,26.1149,2226.95,738.349,30.3939,2274.68,-57.0716,34.3364,546.129,-353.277,28.3176,1896.22,-658.311,33.2141,1563.64,1126.76,26.3337,1124.64,-51.0638,23.3449,1235.12,-721.087,21.2619,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,0,1611.19,-59.8887,22.9206,459.116,386.64,24.0512,824.696,1020.45,32.1297,1621.68,429.581,28.6736,1138.98,443.566,26.1348,2226.9,738.39,30.3364,2274.67,-57.068,34.343,546.381,-353.637,28.418,1896.36,-658.532,33.6186,1563.65,1126.78,26.4061,1125.5,-50.5856,23.9362,1235.43,-721.034,21.468,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,0,1611.23,-59.7946,23.0304,459.112,386.664,24.035,824.686,1020.47,32.1535,1621.69,429.59,28.7071,1139,443.561,26.1571,2226.93,738.331,30.4194,2274.72,-57.0386,34.3946,546.169,-353.341,28.3117,1896.3,-658.389,33.3606,1563.67,1126.74,26.4261,1125.54,-50.6292,23.9017,1235.36,-721.023,21.4263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,0,1611.21,-59.8225,22.9809,459.185,386.678,24.0694,824.699,1020.43,32.1312,1621.69,429.585,28.6799,1139,443.554,26.1856,2227.06,737.994,30.798,2274.68,-57.0431,34.3669,546.372,-353.673,28.4257,1896.24,-658.323,33.245,1563.63,1126.76,26.3548,1125.49,-50.6075,23.9335,1235.23,-721.099,21.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,0,1611.24,-59.7922,23.0001,459.108,386.679,24.0293,824.637,1020.44,32.0323,1621.7,429.583,28.6813,1138.97,443.572,26.121,2226.91,738.41,30.3426,2274.73,-57.0707,34.4708,546.124,-353.287,28.2753,1896.26,-658.35,33.3131,1563.66,1126.74,26.3184,1125.56,-50.6042,23.9094,1235.18,-721.119,21.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,0,1611.18,-59.8794,22.8706,459.174,386.651,24.0846,824.698,1020.43,32.0633,1621.7,429.58,28.6883,1139,443.571,26.1489,2227.07,737.969,30.8156,2274.71,-57.0602,34.3856,546.123,-353.347,28.2755,1896.29,-658.355,33.3444,1563.64,1126.76,26.2776,1125.5,-50.6035,23.8996,1235.25,-721.104,21.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,0,1611.18,-59.8927,22.8604,459.176,386.611,24.0476,824.668,1020.47,32.1118,1621.86,429.727,28.7285,1138.98,443.564,26.1565,2227.07,737.992,30.8166,2274.82,-57.0292,34.5364,546.151,-353.274,28.3179,1896.31,-658.39,33.4103,1563.63,1126.76,26.3725,1125.61,-50.5577,23.9686,1235.14,-721.182,21.3466,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,0,1611.23,-59.7857,23.0051,459.212,386.602,24.0876,824.7,1020.46,32.1781,1621.69,429.589,28.7149,1139.01,443.568,26.1864,2227.07,737.962,30.867,2274.69,-57.0804,34.416,546.43,-353.631,28.4694,1896.35,-658.526,33.8651,1563.66,1126.73,26.3867,1125.53,-50.5953,23.9135,1235.34,-721.062,21.4608,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,0,1611.23,-59.8108,22.9915,459.135,386.657,24.0552,824.651,1020.47,32.1155,1621.7,429.576,28.6851,1138.98,443.579,26.1524,2227.05,738.011,30.8091,2274.7,-57.0237,34.3597,546.391,-353.656,28.4311,1896.25,-658.36,33.46,1563.61,1126.77,26.3075,1124.59,-51.0995,23.3382,1235.04,-721.182,21.299,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,0,1611.16,-59.8827,22.8413,459.105,386.672,24.0442,824.709,1020.43,32.0787,1621.71,429.583,28.675,1139.01,443.563,26.1411,2226.92,738.383,30.344,2274.71,-57.0484,34.3819,546.357,-353.66,28.4407,1896.25,-658.303,33.2139,1563.66,1126.75,26.3497,1125.62,-50.5447,23.9975,1235.02,-721.225,21.2839,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,0,1611.16,-59.8943,22.8373,459.121,386.643,24.0735,824.699,1020.38,32.1272,1621.7,429.585,28.6692,1139,443.553,26.1128,2227.06,738.003,30.79,2274.71,-57.005,34.3082,546.034,-353.234,28.3232,1896.34,-658.462,33.5913,1563.7,1126.73,26.389,1125.48,-50.6418,23.8445,1235.09,-721.16,21.2913,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,0,1611.24,-59.8145,22.9898,459.104,386.639,24.0515,824.681,1020.45,32.0908,1621.71,429.575,28.7166,1139,443.556,26.1512,2227.07,737.982,30.8197,2274.7,-57.0146,34.357,546.097,-353.268,28.2995,1896.29,-658.379,33.3935,1563.67,1126.71,26.3586,1125.56,-50.6377,23.9027,1235.24,-721.189,21.3962,,,,,,,,,,,,,,,,,,,,,,,,,,,
