Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,1 18,,,1 19,,,1 20,,,1 21,,,1 22,,,1 23,,,1 24,,,1 25,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3053,0,1611.25,-59.7971,22.9965,459.016,386.691,23.9955,824.655,1020.43,32.1183,1621.69,429.551,28.6929,1138.99,443.556,26.1421,2226.92,738.359,30.3762,2274.73,-57.072,34.4927,545.962,-353.197,28.2211,1896.3,-658.399,33.4631,1563.59,1126.78,26.292,1124.56,-51.0481,23.3661,1235.03,-721.216,21.2083,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,0,1611.26,-59.7732,23.023,459.169,386.639,24.0881,824.767,1020.37,32.1479,1621.66,429.572,28.6854,1138.98,443.555,26.1365,2227.07,737.987,30.832,2274.65,-57.0346,34.3538,546.467,-353.636,28.423,1896.29,-658.333,33.3209,1563.66,1126.72,26.365,1125.46,-50.6132,23.8827,1235.01,-721.121,21.402,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,0,1611.18,-59.875,22.8338,459.175,386.665,24.0992,824.66,1020.46,32.0724,1621.67,429.584,28.6769,1139,443.578,26.1441,2226.88,738.398,30.2773,2274.69,-57.0677,34.4075,546.006,-353.264,28.2655,1896.22,-658.299,33.1372,1563.63,1126.77,26.3103,1125.58,-50.5222,23.9561,1235.54,-721.066,21.4348,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,0,1611.26,-59.8044,22.9686,459.124,386.651,24.0919,824.668,1020.41,32.0926,1621.87,429.707,28.6941,1139,443.571,26.1517,2226.91,738.404,30.2984,2274.62,-57.1081,34.3376,546.518,-353.724,28.4205,1896.33,-658.474,33.5163,1563.62,1126.75,26.3,1125.51,-50.6453,23.8872,1235.4,-721.091,21.4288,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,0,1611.18,-59.8815,22.8441,459.064,386.634,23.9862,824.677,1020.42,32.0869,1621.71,429.575,28.6914,1138.96,443.56,26.1182,2226.9,738.41,30.3122,2274.68,-57.0766,34.3979,546.152,-353.315,28.2477,1896.33,-658.43,33.5298,1563.65,1126.73,26.3622,1124.64,-51.0471,23.3551,1235.32,-721.108,21.3081,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,0,1611.18,-59.8845,22.8636,459.229,386.612,24.1501,824.715,1020.43,32.17,1621.7,429.568,28.6921,1138.95,443.543,26.1335,2226.92,738.38,30.3612,2274.61,-57.115,34.3132,546.361,-353.664,28.3579,1896.2,-658.345,33.1924,1563.65,1126.72,26.3553,1125.51,-50.6215,23.901,1235.27,-721.16,21.3123,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,0,1611.25,-59.7938,22.9683,459.124,386.682,23.9944,824.691,1020.44,32.13,1621.68,429.576,28.6837,1138.97,443.533,26.1246,2226.9,738.393,30.3473,2274.75,-57.0625,34.4313,545.98,-353.226,28.2742,1896.25,-658.372,33.2598,1563.64,1126.74,26.3535,1125.53,-50.6442,23.8682,1235.45,-721.17,21.453,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,0,1611.18,-59.8778,22.8565,459.26,386.625,24.1113,824.715,1020.38,32.1101,1621.7,429.58,28.6742,1138.99,443.549,26.1365,2227.08,737.981,30.8265,2274.7,-57.0438,34.3532,546.05,-353.276,28.2714,1896.29,-658.505,33.6516,1563.67,1126.74,26.3487,1124.58,-51.0916,23.3177,1235.21,-721.088,21.2573,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,0,1611.18,-59.8826,22.8432,459.09,386.666,24.0042,824.709,1020.43,32.067,1621.69,429.57,28.6771,1138.99,443.543,26.1178,2226.89,738.422,30.29,2274.74,-57.0456,34.4243,546.027,-353.233,28.2515,1896.2,-658.371,33.3152,1563.65,1126.74,26.3445,1125.47,-50.6135,23.852,1235.6,-721.104,21.482,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,0,1611.26,-59.7956,22.9859,459.178,386.673,24.0809,824.822,1020.27,32.1221,1621.68,429.563,28.677,1138.96,443.568,26.0984,2227.08,737.978,30.8056,2274.69,-57.1058,34.4035,546.038,-353.245,28.2621,1896.27,-658.314,33.3802,1563.66,1126.75,26.3545,1125.54,-50.6534,23.9052,1235.32,-721.19,21.331,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,0,1611.26,-59.7969,22.9969,459.073,386.656,24.0045,824.691,1020.42,32.1103,1621.68,429.573,28.6696,1138.99,443.551,26.1554,2226.87,738.413,30.3013,2274.64,-57.0842,34.3038,545.971,-353.243,28.2296,1896.22,-658.33,33.3159,1563.65,1126.74,26.3551,1125.58,-50.6188,23.9221,1235.16,-721.165,21.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,0,1611.17,-59.8874,22.8381,459.206,386.632,24.1087,824.678,1020.45,32.1271,1621.68,429.556,28.6864,1138.98,443.566,26.1385,2226.93,738.378,30.3418,2274.65,-57.0781,34.3226,546.383,-353.651,28.3994,1896.3,-658.403,33.4617,1563.64,1126.76,26.3232,1125.53,-50.6094,23.8874,1235.35,-721.122,21.421,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,0,1611.16,-59.8878,22.8254,459.154,386.608,24.0001,824.669,1020.46,32.1192,1621.68,429.556,28.6632,1139,443.555,26.1844,2226.9,738.362,30.3388,2274.66,-57.0664,34.3439,546.037,-353.26,28.2702,1896.43,-658.599,33.7109,1563.64,1126.73,26.3351,1125.47,-50.652,23.8536,1235.18,-720.767,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,0,1611.23,-59.7827,22.969,459.113,386.663,24.0702,824.669,1020.41,32.0809,1621.87,429.707,28.7082,1138.97,443.589,26.1007,2226.89,738.402,30.3094,2274.63,-57.064,34.3129,545.994,-353.246,28.2574,1896.33,-658.438,33.4148,1563.66,1126.74,26.3525,1125.56,-50.6183,23.9184,1235.47,-721.021,21.5659,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,0,1611.18,-59.8788,22.8548,459.116,386.666,24.0631,824.642,1020.42,32.058,1621.85,429.724,28.7075,1139.02,443.587,26.136,2226.92,738.352,30.3467,2274.68,-57.0782,34.3596,546.155,-353.352,28.2639,1896.27,-658.407,33.4588,1563.63,1126.77,26.3265,1124.56,-51.0579,23.3437,1235.39,-721.019,21.4035,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,0,1611.26,-59.796,23.0346,459.169,386.637,24.105,824.679,1020.46,32.1512,1621.67,429.585,28.6862,1139,443.549,26.1392,2226.93,738.353,30.3863,2274.69,-57.0885,34.4021,546.018,-353.249,28.2523,1896.25,-658.377,33.4102,1563.61,1126.76,26.2983,1125.47,-50.6296,23.8903,1235.37,-721.035,21.3902,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,0,1611.16,-59.8857,22.8373,459.18,386.608,24.106,824.745,1020.35,32.1269,1621.86,429.722,28.7111,1139,443.553,26.1281,2226.9,738.367,30.3405,2274.73,-57.0494,34.4174,546.016,-353.189,28.2854,1896.26,-658.395,33.3769,1563.66,1126.76,26.3453,1125.51,-50.6577,23.9045,1235.43,-720.994,21.3543,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,0,1611.16,-59.8687,22.8314,459.166,386.651,24.0611,824.678,1020.41,32.0978,1621.67,429.585,28.6595,1138.97,443.564,26.1197,2227.05,737.961,30.7935,2274.65,-57.0562,34.3048,546.181,-353.29,28.2473,1896.39,-658.517,33.5416,1563.63,1126.74,26.318,1124.56,-51.0574,23.3029,1235.32,-721.05,21.2931,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,0,1611.16,-59.8754,22.8218,459.121,386.671,24.057,824.705,1020.44,32.109,1621.69,429.587,28.6596,1138.98,443.558,26.1459,2226.9,738.352,30.3494,2274.72,-57.069,34.4228,546.114,-353.312,28.2191,1896.31,-658.416,33.4855,1563.62,1126.75,26.2958,1124.61,-51.066,23.3853,1235.43,-720.965,21.4192,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,0,1611.26,-59.7993,22.9942,459.1,386.676,24.0537,824.669,1020.43,32.1574,1621.87,429.719,28.7118,1139,443.586,26.1143,2227.07,737.952,30.8333,2274.72,-57.0398,34.3943,546.09,-353.254,28.2411,1896.3,-658.421,33.2516,1563.63,1126.72,26.3543,1125.46,-50.5876,23.8654,1235.37,-721.083,21.3431,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,0,1611.24,-59.7818,22.9924,459.129,386.655,24.0666,824.679,1020.43,32.1187,1621.69,429.586,28.6912,1138.98,443.556,26.1277,2226.87,738.378,30.3179,2274.69,-57.0497,34.4028,546.033,-353.272,28.2722,1896.23,-658.326,33.2806,1563.64,1126.73,26.3451,1124.62,-51.0616,23.397,1235.37,-721.049,21.4359,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,0,1611.17,-59.8648,22.848,459.139,386.625,24.1032,824.719,1020.39,32.1431,1621.7,429.571,28.6894,1138.96,443.551,26.1277,2226.9,738.362,30.3686,2274.68,-57.0467,34.4011,545.966,-353.182,28.2218,1896.29,-658.454,33.5929,1563.63,1126.73,26.3476,1125.48,-50.6523,23.9072,1235.42,-720.688,21.4128,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,0,1611.19,-59.8812,22.8524,459.135,386.65,24.0441,824.659,1020.47,32.121,1621.7,429.569,28.6829,1138.96,443.551,26.1408,2226.9,738.392,30.314,2274.69,-57.0481,34.3421,545.898,-353.174,28.2188,1896.23,-658.37,33.2649,1563.65,1126.72,26.3379,1124.59,-51.0761,23.3217,1235.43,-721.007,21.4083,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,0,1611.16,-59.8853,22.808,459.115,386.649,24.0104,824.623,1020.45,32.081,1621.86,429.721,28.7032,1138.99,443.554,26.1246,2226.9,738.366,30.3534,2274.7,-57.0738,34.3505,545.92,-353.125,28.2144,1896.33,-658.473,33.4945,1563.66,1126.74,26.3162,1125.5,-50.6212,23.8647,1235.29,-721.048,21.3534,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,0,1611.16,-59.868,22.8505,459.11,386.681,24.0128,824.664,1020.42,32.0432,1621.7,429.579,28.6829,1138.99,443.564,26.15,2226.9,738.364,30.3461,2274.65,-57.0762,34.3543,546.082,-353.261,28.1982,1896.28,-658.479,33.7422,1563.63,1126.74,26.3153,1124.55,-51.0668,23.3236,1235.29,-721.054,21.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,0,1611.24,-59.7973,22.9885,459.193,386.635,24.0832,824.667,1020.44,32.1314,1621.7,429.586,28.6923,1138.99,443.582,26.1521,2227.05,737.999,30.8063,2274.65,-57.0843,34.3451,545.949,-353.208,28.2166,1896.27,-658.404,33.4557,1563.61,1126.79,26.3177,1124.55,-51.0922,23.375,1235.2,-721.113,21.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,0,1611.17,-59.8846,22.8602,459.26,386.577,24.1407,824.735,1020.4,32.1231,1621.7,429.58,28.6707,1139,443.578,26.1601,2227.06,737.973,30.8165,2274.68,-57.0728,34.321,546.062,-353.243,28.2469,1896.34,-658.438,33.5056,1563.65,1126.75,26.3422,1125.5,-50.6595,23.8725,1235.3,-721.05,21.3597,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,0,1611.17,-59.875,22.8311,459.245,386.577,24.1055,824.648,1020.46,32.0838,1621.7,429.578,28.675,1138.98,443.54,26.1266,2226.92,738.358,30.3577,2274.67,-57.0631,34.3298,546.073,-353.187,28.2448,1896.3,-658.465,33.6599,1563.62,1126.75,26.3272,1125.43,-50.619,23.838,1235.34,-721.132,21.3669,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,0,1611.23,-59.8184,22.9006,459.056,386.663,23.9536,824.644,1020.46,32.1098,1621.7,429.574,28.6817,1139,443.537,26.1441,2227.06,738,30.7729,2274.65,-57.0957,34.3225,545.86,-353.087,28.1813,1896.32,-658.414,33.516,1563.59,1126.77,26.2662,1125.55,-50.6435,23.8668,1235.43,-721.113,21.4152,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,0,1611.18,-59.87,22.8305,459.14,386.622,24.0735,824.679,1020.44,32.1239,1621.7,429.578,28.6838,1138.99,443.559,26.1273,2226.88,738.429,30.2866,2274.68,-57.0723,34.3904,546.079,-353.206,28.2588,1896.27,-658.431,33.5432,1563.63,1126.74,26.3311,1124.52,-51.0876,23.2848,1235.33,-721.115,21.4149,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,0,1611.17,-59.876,22.8669,459.1,386.657,24.06,824.717,1020.38,32.1578,1621.68,429.57,28.6932,1138.98,443.564,26.1668,2226.91,738.391,30.3457,2274.7,-57.0469,34.3641,546.02,-353.163,28.2619,1896.24,-658.333,33.3992,1563.63,1126.74,26.3538,1124.54,-51.0538,23.3565,1235.26,-721.133,21.368,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,0,1611.24,-59.782,22.968,459.127,386.631,24.075,824.736,1020.38,32.1174,1621.69,429.574,28.698,1139,443.568,26.0743,2227.05,737.95,30.8145,2274.62,-57.0575,34.3406,546.419,-353.643,28.4127,1896.29,-658.432,33.6319,1563.65,1126.74,26.3502,1124.55,-51.0651,23.3359,1235.34,-721.088,21.3517,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,0,1611.26,-59.8036,23.0044,459.15,386.63,24.0477,824.664,1020.44,32.0715,1621.69,429.562,28.6742,1139,443.581,26.13,2226.89,738.417,30.2906,2274.7,-57.0616,34.3773,545.913,-353.224,28.2131,1896.28,-658.364,33.3606,1563.64,1126.73,26.3453,1124.61,-51.0913,23.3509,1235.2,-721.186,21.3908,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,0,1611.23,-59.8073,22.9565,459.143,386.637,24.1116,824.642,1020.42,32.0851,1621.68,429.529,28.684,1139.01,443.576,26.1283,2226.9,738.369,30.3353,2274.82,-57.0332,34.5086,546.098,-353.312,28.2638,1896.34,-658.491,33.5061,1563.64,1126.75,26.3105,1125.49,-50.6435,23.8747,1235.24,-721.145,21.3277,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,0,1611.26,-59.7988,23.0007,459.153,386.663,24.139,824.664,1020.44,32.1107,1621.66,429.539,28.6757,1138.97,443.562,26.1404,2227.08,737.988,30.8261,2274.68,-57.0676,34.3762,546.189,-353.352,28.2479,1896.27,-658.383,33.4482,1563.64,1126.74,26.3515,1125.56,-50.6456,23.9033,1235.52,-721.109,21.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,0,1611.18,-59.8853,22.861,459.073,386.673,24.0152,824.699,1020.46,32.0857,1621.85,429.728,28.7006,1138.98,443.522,26.1098,2226.88,738.398,30.2925,2274.67,-57.0831,34.3991,545.916,-353.17,28.2723,1896.28,-658.395,33.511,1563.67,1126.73,26.3493,1124.55,-51.1046,23.3328,1235.38,-721.19,21.4441,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,0,1611.17,-59.8813,22.8362,459.144,386.645,24.1172,824.659,1020.45,32.0894,1621.86,429.714,28.7034,1139,443.562,26.1427,2226.9,738.376,30.3624,2274.68,-57.0628,34.3893,546.397,-353.663,28.3927,1896.32,-658.388,33.3666,1563.62,1126.76,26.2908,1124.56,-51.0493,23.3373,1235.38,-721.157,21.3559,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,0,1611.19,-59.8761,22.8547,459.081,386.656,24.0429,824.731,1020.39,32.117,1621.71,429.581,28.6763,1139.01,443.572,26.1323,2226.89,738.405,30.2896,2274.75,-57.0278,34.4499,546.164,-353.289,28.2709,1896.28,-658.453,33.5364,1563.65,1126.74,26.3374,1125.57,-50.6245,23.8987,1235.47,-721.127,21.3697,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,0,1611.19,-59.8794,22.848,459.12,386.653,24.0776,824.683,1020.45,32.127,1621.71,429.578,28.6817,1138.99,443.554,26.1015,2227.08,737.98,30.8196,2274.71,-57.0372,34.3455,546.155,-353.322,28.256,1896.3,-658.429,33.5242,1563.63,1126.74,26.2989,1124.56,-51.0759,23.3045,1235.27,-721.085,21.3129,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,0,1611.25,-59.7898,22.9747,459.099,386.661,24.0588,824.687,1020.43,32.1605,1621.68,429.586,28.6735,1138.99,443.554,26.1443,2227.07,737.963,30.8197,2274.78,-57.0098,34.4321,546.118,-353.331,28.2594,1896.33,-658.491,33.5774,1563.63,1126.74,26.3271,1124.59,-51.0843,23.3322,1235.31,-721.156,21.3672,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,0,1611.27,-59.8109,23.0011,459.043,386.646,24.0052,824.703,1020.42,32.1296,1621.68,429.586,28.6799,1138.99,443.568,26.1435,2227.05,737.954,30.8159,2274.68,-57.0597,34.3222,546.11,-353.28,28.2567,1896.24,-658.394,33.4271,1563.63,1126.73,26.2881,1124.53,-51.1068,23.2777,1235.15,-721.23,21.2746,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,0,1611.18,-59.8906,22.8341,459.206,386.616,24.0858,824.671,1020.42,32.0753,1621.67,429.578,28.6586,1138.99,443.543,26.1326,2226.84,738.457,30.2012,2274.59,-57.0952,34.3088,546.094,-353.313,28.269,1896.4,-658.544,33.635,1563.62,1126.74,26.3079,1124.57,-51.0461,23.3423,1235.27,-721.164,21.3267,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,0,1611.23,-59.8197,22.9172,459.107,386.673,24.1089,824.703,1020.42,32.1059,1621.67,429.57,28.6574,1139,443.581,26.1494,2227.07,737.986,30.8266,2274.65,-57.0439,34.3755,546.133,-353.272,28.2679,1896.22,-658.281,33.1621,1563.62,1126.76,26.3221,1125.54,-50.6202,23.9107,1235.48,-721.112,21.3265,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,0,1611.27,-59.7963,22.9909,459.214,386.626,24.1156,824.672,1020.46,32.0689,1621.69,429.563,28.6977,1139,443.566,26.1434,2227.06,737.973,30.7994,2274.72,-57.0126,34.3855,546.378,-353.653,28.4177,1896.31,-658.392,33.3748,1563.61,1126.78,26.2865,1125.45,-50.6167,23.8385,1235.35,-721.139,21.3722,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,0,1611.18,-59.8933,22.8719,459.098,386.659,24.0565,824.693,1020.43,32.111,1621.68,429.555,28.6764,1139.01,443.592,26.1565,2226.89,738.38,30.3299,2274.62,-57.0838,34.3314,546.155,-353.309,28.2857,1896.29,-658.365,33.3557,1563.64,1126.77,26.3305,1125.52,-50.6609,23.9311,1235.27,-721.135,21.346,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,0,1611.27,-59.8031,22.9927,459.149,386.641,24.0829,824.672,1020.43,32.094,1621.68,429.562,28.6788,1138.98,443.571,26.1245,2227.07,737.994,30.8065,2274.66,-57.0402,34.3378,546.101,-353.329,28.2481,1896.33,-658.434,33.4299,1563.63,1126.74,26.319,1124.61,-51.0691,23.3511,1235.43,-721.132,21.3238,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,0,1611.26,-59.8004,22.9766,459.11,386.65,24.0258,824.693,1020.42,32.0819,1621.66,429.545,28.6677,1139,443.554,26.106,2227.07,737.98,30.8038,2274.69,-57.1143,34.425,546.405,-353.659,28.3747,1896.23,-658.311,33.2354,1563.63,1126.75,26.341,1125.46,-50.6256,23.8502,1235.31,-721.142,21.3189,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,0,1611.17,-59.876,22.8332,459.161,386.652,24.1199,824.64,1020.48,32.0565,1621.68,429.545,28.6846,1139,443.541,26.1607,2226.87,738.398,30.2978,2274.7,-57.0247,34.4231,545.904,-353.206,28.2552,1896.26,-658.394,33.5162,1563.63,1126.76,26.3282,1124.54,-51.0304,23.3482,1235.23,-721.044,21.3091,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,0,1611.26,-59.7917,22.9965,459.256,386.632,24.1484,824.654,1020.45,32.0793,1621.66,429.555,28.677,1138.97,443.557,26.1616,2226.86,738.418,30.2636,2274.72,-57.0156,34.3862,546.108,-353.306,28.2481,1896.42,-658.554,33.7595,1563.65,1126.74,26.3688,1124.63,-51.0616,23.362,1235.29,-721.2,21.334,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,0,1611.17,-59.8817,22.8312,459.141,386.664,24.0709,824.646,1020.45,32.0739,1621.68,429.529,28.6973,1139,443.54,26.1807,2227.05,737.944,30.798,2274.65,-57.1054,34.3672,546.009,-353.277,28.2367,1896.28,-658.439,33.4952,1563.61,1126.77,26.304,1125.53,-50.6534,23.885,1235.57,-721.065,21.4697,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,0,1611.19,-59.893,22.8499,459.137,386.648,24.0596,824.665,1020.43,32.0816,1621.67,429.55,28.6739,1138.98,443.568,26.1225,2226.9,738.415,30.2969,2274.68,-57.0529,34.3565,546.064,-353.311,28.2492,1896.23,-658.301,33.149,1563.6,1126.73,26.3264,1125.5,-50.6494,23.8747,1235.45,-721.142,21.4676,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,0,1611.19,-59.8849,22.8477,459.092,386.632,24.0431,824.672,1020.42,32.0922,1621.66,429.533,28.6865,1138.97,443.557,26.1579,2227.05,737.955,30.8075,2274.72,-57.0461,34.405,546.092,-353.245,28.2709,1896.27,-658.419,33.3444,1563.62,1126.73,26.2907,1125.48,-50.6477,23.8709,1235.43,-721.142,21.3895,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,0,1611.18,-59.8689,22.8354,459.189,386.624,24.0816,824.684,1020.46,32.0907,1621.66,429.56,28.6715,1139,443.595,26.1589,2226.9,738.346,30.3642,2274.67,-57.0414,34.3145,545.958,-353.192,28.236,1896.23,-658.32,33.25,1563.63,1126.74,26.3056,1124.64,-51.0796,23.3481,1235.28,-721.129,21.2694,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,0,1611.26,-59.7859,22.9658,459.232,386.579,24.0478,824.676,1020.44,32.0819,1621.66,429.547,28.6707,1138.98,443.54,26.1214,2227.05,737.97,30.7884,2274.86,-57.0035,34.5188,546.36,-353.661,28.3629,1896.27,-658.369,33.249,1563.61,1126.77,26.2839,1124.54,-51.0761,23.31,1235.29,-721.119,21.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,0,1611.17,-59.8915,22.8291,459.165,386.623,24.0513,824.638,1020.43,32.0852,1621.86,429.706,28.6803,1138.98,443.547,26.1137,2227.06,737.983,30.7884,2274.73,-57.0302,34.3751,546.026,-353.256,28.265,1896.34,-658.485,33.5014,1563.65,1126.75,26.3584,1124.62,-51.0805,23.3327,1235.32,-721.108,21.3483,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,0,1611.26,-59.7893,22.982,459.143,386.646,24.075,824.678,1020.44,32.0959,1621.69,429.588,28.6682,1138.98,443.582,26.1175,2227.07,737.984,30.7976,2274.64,-57.0689,34.357,546.162,-353.329,28.2404,1896.3,-658.413,33.4092,1563.62,1126.74,26.3095,1125.53,-50.6309,23.8768,1235.32,-721.127,21.3128,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,0,1611.17,-59.883,22.8302,459.098,386.651,24.0742,824.677,1020.43,32.118,1621.68,429.59,28.6866,1138.99,443.564,26.1424,2227.05,737.943,30.8215,2274.68,-57.0767,34.4316,546.096,-353.266,28.2364,1896.34,-658.532,33.7329,1563.6,1126.75,26.3089,1124.59,-51.0931,23.3567,1235.32,-721.152,21.4268,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,0,1611.16,-59.9053,22.8484,459.122,386.631,24.0784,824.716,1020.39,32.1141,1621.7,429.589,28.6877,1138.99,443.56,26.1605,2226.9,738.388,30.3068,2274.77,-57.0196,34.4037,546.164,-353.288,28.267,1896.34,-658.504,33.6222,1563.67,1126.73,26.381,1125.5,-50.6101,23.8962,1235.4,-721.084,21.3053,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,0,1611.24,-59.812,22.9462,459.144,386.623,24.0475,824.719,1020.42,32.1402,1621.7,429.578,28.6817,1138.95,443.56,26.1053,2227.06,737.952,30.8046,2274.92,-56.9829,34.5151,546.103,-353.303,28.2534,1896.27,-658.344,33.3158,1563.63,1126.75,26.3201,1124.61,-51.0287,23.3685,1235.38,-720.655,21.5039,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,0,1611.18,-59.8817,22.8242,459.089,386.709,24.0452,824.661,1020.45,32.071,1621.71,429.575,28.6808,1138.99,443.561,26.1831,2227.08,737.958,30.8315,2274.69,-57.065,34.3949,546.067,-353.278,28.2435,1896.23,-658.322,33.24,1563.6,1126.76,26.2865,1125.53,-50.639,23.8879,1235.41,-721.065,21.5008,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,0,1611.25,-59.7894,22.9875,459.167,386.658,24.0559,824.628,1020.47,32.0675,1621.68,429.574,28.6804,1139.01,443.559,26.1292,2226.91,738.355,30.3501,2274.66,-57.0454,34.3069,546.101,-353.262,28.2546,1896.29,-658.518,33.7425,1563.61,1126.77,26.3165,1124.6,-51.0761,23.34,1235.17,-721.06,21.2961,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,0,1611.19,-59.8042,23.1854,459.049,386.663,24.0023,824.736,1020.38,32.1173,1621.67,429.565,28.6702,1138.99,443.546,26.1303,2227.05,737.974,30.7956,2274.61,-57.0826,34.3281,545.878,-353.179,28.2332,1896.32,-658.444,33.5593,1563.62,1126.74,26.2957,1125.46,-50.5894,23.8662,1235.28,-721.108,21.3764,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,0,1611.24,-59.8026,23.0303,459.099,386.633,24.042,824.669,1020.42,32.0906,1621.67,429.566,28.6745,1138.97,443.564,26.1233,2226.87,738.403,30.279,2274.68,-57.0509,34.3556,545.986,-353.198,28.2383,1896.28,-658.33,33.3697,1563.65,1126.74,26.353,1125.5,-50.6218,23.8816,1235.49,-721.099,21.4584,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,0,1611.16,-59.8921,22.8513,459.196,386.623,24.0925,824.693,1020.41,32.1042,1621.68,429.552,28.6616,1138.97,443.548,26.1461,2226.86,738.451,30.2372,2274.58,-57.1446,34.2968,546.053,-353.23,28.2659,1896.26,-658.324,33.3125,1563.57,1126.75,26.265,1125.52,-50.6397,23.8469,1235.43,-721.044,21.3722,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,0,1611.25,-59.788,23.0113,459.248,386.621,24.0935,824.693,1020.43,32.121,1621.68,429.57,28.6854,1138.99,443.57,26.1213,2226.9,738.401,30.3157,2274.66,-57.081,34.3676,545.994,-353.186,28.255,1896.24,-658.368,33.3075,1563.65,1126.74,26.3418,1125.49,-50.6321,23.8385,1235.31,-721.096,21.3394,,,,,,,,,,,,,,,,,,,,,,,,,,,
