Objects
100
,,Global Angle quackGPT:quackGPT,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
325,0,0.0157779,-0.000819494,-0.00906674,958.783,-524.721,137.994
326,0,0.0163939,-0.000813221,-0.00907014,958.788,-524.722,137.993
327,0,0.0159526,-0.00090965,-0.00889768,958.786,-524.724,138.001
328,0,0.0151392,-0.00109735,-0.00899943,958.79,-524.726,138
329,0,0.0121737,-0.00302341,-0.00817871,958.738,-524.743,137.888
330,0,0.0151971,-0.000913347,-0.00862194,958.79,-524.744,138.002
331,0,0.0157635,-0.000935174,-0.00911073,958.795,-524.719,137.999
332,0,0.012633,-0.00300381,-0.00818347,958.741,-524.744,137.889
333,0,0.017369,-0.000838954,-0.0091012,958.795,-524.719,138.023
334,0,0.0163684,-0.0010297,-0.00913801,958.789,-524.71,138.008
335,0,0.0154923,-0.000946239,-0.00874931,958.793,-524.734,138.009
336,0,0.0176417,-0.00109643,-0.0092026,958.795,-524.714,138.038
337,0,0.0168694,-5.79816e-05,-0.00875213,958.748,-524.715,138.002
338,0,0.0153862,-0.0011593,-0.00867095,958.79,-524.735,138.006
339,0,0.015354,-0.0010332,-0.00899704,958.778,-524.723,137.992
340,0,0.0158669,-0.00123461,-0.00883005,958.782,-524.736,138.006
341,0,0.0156692,-0.00102376,-0.00884186,958.775,-524.722,137.988
342,0,0.015552,-0.000797391,-0.00907421,958.779,-524.702,137.987
343,0,0.0157498,-0.000960518,-0.00884433,958.791,-524.733,138.004
344,0,0.015679,-0.00100476,-0.00885735,958.785,-524.728,138.002
345,0,0.015841,-0.00104827,-0.0091241,958.791,-524.72,138.001
346,0,0.0156145,-0.00097,-0.00889159,958.785,-524.724,137.987
347,0,0.0154409,-0.000840215,-0.00870634,958.779,-524.717,137.971
348,0,0.0106715,-0.00267711,-0.00783473,958.768,-524.756,137.932
349,0,0.0151506,-0.000764956,-0.00874749,958.787,-524.735,137.989
350,0,0.0158419,-0.00116954,-0.00908464,958.781,-524.721,138.013
351,0,0.0157818,-0.00106166,-0.00887614,958.783,-524.726,138.006
352,0,0.0155442,-0.00117391,-0.00861212,958.786,-524.726,137.999
353,0,0.015507,-0.000497558,-0.00885299,958.779,-524.715,137.97
354,0,0.0158965,-0.000824273,-0.008707,958.783,-524.723,137.991
355,0,0.0158229,-0.000840046,-0.00910566,958.78,-524.714,138.009
356,0,0.014979,-0.000905522,-0.00867404,958.804,-524.756,138.011
357,0,0.0169157,-0.00121229,-0.009105,958.808,-524.725,138.023
