Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3497,0,1347.61,-53.928,25.4889,1617.81,391.841,26.9227,1587.15,1122.94,48.191,1091.56,1094.08,39.0734,442.563,1070.68,43.1042,515.843,-7.89715,19.1431,2304.82,227.048,38.7384,781.329,446.339,22.2081,-161.001,-29.9771,34.8403,500.853,-753.449,15.4288,1132.16,-738.544,14.5673,1772.57,-749.145,27.0959,,,
3498,0,1347.57,-53.9444,25.3812,1617.79,391.858,26.8871,1587.17,1122.92,48.1656,1091.58,1094.06,39.0596,442.657,1070.69,43.164,515.798,-7.82237,19.0629,2304.91,227.07,38.7937,781.308,446.317,22.2288,-160.955,-29.8818,34.8708,500.668,-753.385,15.2613,1132.14,-738.6,14.5414,1772.58,-749.159,27.1093,,,
3499,0,1347.54,-53.8935,25.3412,1617.82,391.838,26.9201,1587.17,1122.95,48.1809,1091.53,1094.09,39.0216,442.623,1070.68,43.1247,515.662,-8.19632,18.7742,2304.82,227.055,38.6851,781.267,446.345,22.1928,-160.997,-29.9061,34.8034,500.651,-753.363,15.2732,1132.13,-738.59,14.5293,1772.57,-749.15,27.1514,,,
3500,0,1347.55,-53.9331,25.4501,1617.83,391.875,26.9125,1587.14,1122.93,48.1577,1091.57,1094.11,39.0795,442.673,1070.67,43.1837,515.669,-8.23413,18.8179,2304.9,227.099,38.7647,781.272,446.383,22.2653,-161.015,-29.8919,34.8361,500.666,-753.384,15.32,1132.16,-738.602,14.5497,1772.55,-749.164,27.1468,,,
3501,0,1347.53,-53.9411,25.3955,1617.82,391.843,26.925,1587.15,1123.11,48.0487,1091.57,1094.08,39.0711,442.638,1070.7,43.191,515.85,-7.91846,19.1561,2304.91,227.104,38.7856,781.261,446.388,22.2357,-160.966,-29.9644,34.8204,500.873,-753.442,15.3545,1132.15,-738.539,14.5777,1772.54,-749.199,27.1395,,,
3502,0,1347.62,-53.9277,25.4495,1617.81,391.853,26.9217,1587.15,1122.96,48.1423,1091.51,1094.15,39.0265,442.49,1070.73,42.9329,515.722,-7.91962,19.0896,2304.83,227.066,38.7445,781.304,446.364,22.2644,-160.957,-29.9587,34.8642,500.778,-753.379,15.3728,1132.18,-738.58,14.5833,1772.51,-749.179,27.1588,,,
3503,0,1347.68,-53.9172,25.444,1617.81,391.835,26.9231,1587.16,1122.96,48.1723,1091.55,1094.16,39.084,442.55,1070.7,43.1031,515.807,-7.88596,19.0997,2304.87,227.085,38.7582,781.291,446.324,22.2695,-160.964,-29.8577,34.8541,500.714,-753.435,15.3064,1132.16,-738.536,14.5028,1772.51,-749.212,27.1491,,,
3504,0,1347.64,-53.927,25.4418,1617.8,391.837,26.9247,1587.19,1122.99,48.1587,1091.54,1094.15,39.064,442.632,1070.71,43.1728,515.782,-7.86278,19.0989,2304.91,227.064,38.7758,781.25,446.35,22.2795,-160.918,-29.8052,34.8566,500.835,-753.432,15.3416,1132.17,-738.541,14.5396,1772.52,-749.16,27.1191,,,
3505,0,1347.55,-53.9088,25.3217,1617.81,391.852,26.9154,1587.13,1122.94,48.103,1091.58,1094.06,39.0296,442.417,1070.76,42.7797,515.666,-8.15479,18.6904,2304.97,227.068,38.8343,781.324,446.317,22.2786,-160.978,-29.8159,34.806,500.777,-753.4,15.3183,1132.18,-738.542,14.5411,1772.49,-749.202,27.0991,,,
3506,0,1347.55,-53.9327,25.4052,1617.81,391.857,26.904,1587.15,1122.97,48.1275,1091.58,1094.09,39.0764,442.613,1070.69,43.1216,515.777,-7.90487,19.1237,2305.07,227.224,38.8129,781.259,446.363,22.2867,-161.001,-29.8511,34.8324,500.681,-753.373,15.2888,1132.17,-738.534,14.5423,1772.49,-749.203,27.1413,,,
3507,0,1347.55,-53.9134,25.3665,1617.79,391.876,26.9158,1587.21,1122.96,48.1699,1091.61,1094.08,39.1394,442.445,1070.71,42.9507,515.938,-7.97485,19.0279,2305.05,227.216,38.8283,781.361,446.317,22.2279,-160.955,-29.9035,34.8533,501.045,-753.399,15.5033,1132.17,-738.565,14.5866,1772.5,-749.203,27.1159,,,
3508,0,1347.64,-53.925,25.4529,1617.82,391.83,26.9216,1587.19,1122.96,48.1708,1091.52,1094.19,39.0835,442.634,1070.68,43.1473,515.657,-7.881,19.0495,2305.06,227.217,38.8123,781.344,446.357,22.2752,-160.983,-29.8292,34.827,501.02,-753.414,15.4755,1132.15,-738.591,14.5778,1772.47,-749.184,27.1704,,,
3509,0,1347.6,-53.9437,25.4179,1617.81,391.829,26.9169,1587.18,1122.95,48.132,1091.58,1094.05,39.0547,442.62,1070.69,43.13,515.645,-7.95488,19.0648,2305.07,227.211,38.8064,781.276,446.336,22.2677,-160.941,-29.8496,34.8689,500.877,-753.422,15.4012,1132.18,-738.524,14.5152,1772.5,-749.203,27.1224,,,
3510,0,1347.65,-53.9258,25.4091,1617.8,391.844,26.9262,1587.16,1122.94,48.1432,1091.61,1094.02,39.1027,442.561,1070.71,43.015,515.805,-7.89893,19.1123,2305.07,227.208,38.7963,781.232,446.371,22.1753,-160.983,-29.8729,34.8343,500.679,-753.407,15.2519,1132.17,-738.556,14.5506,1772.51,-749.211,27.133,,,
3511,0,1347.41,-53.9852,25.4175,1617.81,391.83,26.9321,1587.17,1122.95,48.1799,1091.53,1094.19,39.0922,442.526,1070.71,42.9769,515.615,-8.22382,18.728,2305.05,227.219,38.8117,781.277,446.358,22.3061,-161.016,-29.9256,34.8129,500.557,-753.387,15.201,1132.15,-738.505,14.5152,1772.46,-749.208,27.0903,,,
3512,0,1347.49,-53.8973,25.2998,1617.8,391.871,26.9039,1587.14,1122.93,48.1314,1091.61,1094.08,39.1097,442.471,1070.72,42.9392,515.778,-7.8977,19.1405,2305.09,227.214,38.8662,781.39,446.294,22.2395,-160.917,-29.8908,34.8723,500.668,-753.368,15.2958,1132.23,-738.544,14.6742,1772.5,-749.168,27.1414,,,
3513,0,1347.51,-53.8952,25.3341,1617.83,391.886,26.9287,1587.15,1122.92,48.1505,1091.6,1094.1,39.0954,442.626,1070.66,43.1066,515.661,-7.83787,19.0612,2305.08,227.227,38.8479,781.308,446.328,22.2317,-161.024,-29.991,34.8293,500.739,-753.442,15.2741,1132.16,-738.559,14.5429,1772.49,-749.189,27.1031,,,
3514,0,1347.51,-53.87,25.2859,1617.81,391.856,26.9389,1587.18,1123.12,48.0702,1091.57,1094.06,39.0899,442.516,1070.72,42.982,515.676,-7.89236,19.0638,2305.09,227.213,38.8362,781.272,446.337,22.3033,-161.045,-29.9906,34.8366,500.814,-753.322,15.4086,1132.16,-738.589,14.5895,1772.53,-749.159,27.1377,,,
3515,0,1347.61,-53.9245,25.3274,1617.81,391.837,26.9251,1587.15,1122.96,48.1444,1091.54,1094.13,39.055,442.588,1070.69,43.1017,515.484,-8.13431,18.7335,2305.08,227.209,38.8261,781.411,446.255,22.2211,-160.966,-29.8637,34.8228,500.779,-753.387,15.4072,1132.19,-738.584,14.5629,1772.55,-749.196,27.1299,,,
3516,0,1347.59,-53.9323,25.3929,1617.81,391.825,26.9333,1587.17,1122.97,48.1808,1091.57,1094.12,39.0815,442.447,1070.72,42.8947,515.622,-7.90682,19.0808,2305.07,227.234,38.8186,781.266,446.309,22.3318,-161.007,-29.801,34.837,500.738,-753.449,15.302,1132.16,-738.561,14.5746,1772.53,-749.209,27.1581,,,
3517,0,1347.61,-53.9231,25.431,1617.81,391.842,26.9123,1587.16,1122.99,48.1639,1091.58,1094.07,39.1257,442.522,1070.69,43.0409,515.717,-7.88957,19.1911,2305.06,227.228,38.8095,781.268,446.326,22.3377,-160.987,-30.0538,34.8424,500.941,-753.442,15.4354,1132.12,-738.582,14.5406,1772.5,-749.199,27.1025,,,
3518,0,1347.64,-53.9254,25.3981,1617.81,391.857,26.8838,1587.19,1122.99,48.1601,1091.55,1094.12,39.0701,442.674,1070.67,43.2155,515.621,-8.11335,18.759,2305.09,227.228,38.8439,781.307,446.359,22.254,-161.015,-29.9951,34.7602,500.976,-753.358,15.4624,1132.16,-738.531,14.5447,1772.5,-749.147,27.0964,,,
3519,0,1347.53,-53.9725,25.4632,1617.81,391.84,26.9242,1587.17,1122.94,48.1495,1091.6,1094.07,39.1257,442.599,1070.71,43.1741,515.755,-7.86488,19.0944,2305.07,227.22,38.7992,781.303,446.3,22.4,-160.945,-29.9204,34.8452,500.982,-753.39,15.4825,1132.17,-738.525,14.5357,1772.51,-749.205,27.0716,,,
3520,0,1347.6,-53.9613,25.4215,1617.81,391.857,26.939,1587.18,1122.95,48.1871,1091.54,1094.14,39.0523,442.632,1070.69,43.1976,515.66,-8.131,18.683,2305.07,227.232,38.8298,781.294,446.274,22.3034,-161.002,-29.9143,34.8477,500.858,-753.426,15.3808,1132.12,-738.597,14.5597,1772.46,-749.196,27.151,,,
3521,0,1347.56,-53.913,25.3414,1617.82,391.837,26.8985,1587.15,1122.95,48.1637,1091.55,1094.06,39.0366,442.527,1070.71,43.0071,515.639,-8.14919,18.6813,2305.07,227.208,38.8388,781.267,446.332,22.2821,-160.894,-29.8882,34.8549,500.789,-753.409,15.3662,1132.17,-738.593,14.6013,1772.49,-749.214,27.122,,,
3522,0,1347.61,-53.9161,25.4047,1617.81,391.835,26.9117,1587.14,1122.95,48.1453,1091.5,1094.14,39.0246,442.633,1070.69,43.1395,515.623,-7.97753,19.1321,2305.07,227.217,38.8117,781.282,446.322,22.3402,-160.969,-30.025,34.8832,500.809,-753.396,15.3364,1132.22,-738.562,14.6395,1772.5,-749.201,27.1364,,,
3523,0,1347.54,-53.9217,25.3835,1617.8,391.856,26.8998,1587.16,1122.93,48.1789,1091.58,1094.1,39.0589,442.576,1070.69,43.0621,515.876,-7.95804,19.0545,2305.07,227.221,38.8125,781.255,446.336,22.244,-160.997,-29.9365,34.8478,500.876,-753.371,15.3655,1132.13,-738.593,14.5947,1772.5,-749.197,27.1168,,,
3524,0,1347.61,-53.9227,25.395,1617.81,391.879,26.9289,1587.19,1122.95,48.1766,1091.63,1094.06,39.0476,442.576,1070.69,43.0515,516.004,-8.12967,19.0459,2305.09,227.213,38.8092,781.365,446.315,22.3243,-161.001,-29.9137,34.7498,500.725,-753.385,15.2772,1132.17,-738.55,14.5511,1772.72,-748.961,27.0502,,,
3525,0,1347.42,-53.8223,25.2252,1617.8,391.837,26.9123,1587.18,1122.93,48.1369,1091.55,1094.16,39.0891,442.572,1070.69,43.1234,515.688,-8.18996,18.7616,2305.07,227.212,38.8297,781.289,446.36,22.2437,-161.03,-29.8053,34.8314,500.806,-753.497,15.3452,1132.2,-738.549,14.5068,1772.62,-749.076,27.1025,,,
3526,0,1347.6,-53.9192,25.4203,1617.81,391.834,26.9519,1587.2,1122.93,48.1926,1091.61,1094.09,39.1117,442.634,1070.7,43.2135,515.538,-8.1148,18.7078,2305.06,227.205,38.8178,781.243,446.36,22.2984,-160.995,-29.8432,34.8221,500.806,-753.436,15.3686,1132.18,-738.582,14.6154,1772.6,-749.079,27.0793,,,
3527,0,1347.57,-53.911,25.3349,1617.81,391.832,26.9037,1587.15,1122.93,48.152,1091.56,1094.15,39.0589,442.614,1070.7,43.1559,515.78,-8.23142,18.7522,2305.06,227.215,38.8107,781.323,446.341,22.1896,-160.966,-29.9365,34.8132,500.834,-753.345,15.4399,1132.17,-738.565,14.5607,1772.77,-748.991,27.0741,,,
3528,0,1347.55,-53.9407,25.3606,1617.8,391.845,26.8991,1587.22,1122.95,48.1967,1091.64,1094.04,39.1126,442.601,1070.69,43.0737,515.679,-7.79199,19.0767,2305.07,227.209,38.8016,781.312,446.3,22.2218,-160.958,-29.863,34.8584,500.702,-753.442,15.2809,1132.18,-738.546,14.5349,1772.59,-749.1,27.0574,,,
3529,0,1347.63,-53.9237,25.4356,1617.81,391.869,26.9134,1587.17,1122.95,48.17,1091.53,1094.12,39.0344,442.5,1070.72,42.9703,515.537,-8.15357,18.6228,2305.07,227.217,38.8055,781.282,446.349,22.2583,-160.937,-29.8613,34.874,500.778,-753.349,15.3324,1132.17,-738.539,14.5345,1772.6,-749.089,27.071,,,
3530,0,1347.52,-53.8707,25.3165,1617.81,391.856,26.9251,1587.2,1122.87,48.2169,1091.61,1094.11,39.0668,442.519,1070.7,43.0316,515.559,-7.96437,19.0706,2305.08,227.223,38.8371,781.302,446.3,22.3214,-160.974,-29.9252,34.8808,500.853,-753.414,15.3396,1132.17,-738.493,14.5345,1772.63,-749.058,27.0752,,,
3531,0,1347.66,-53.892,25.4515,1617.81,391.853,26.9117,1587.2,1122.96,48.1905,1091.58,1094.11,39.0712,442.543,1070.69,43.0249,515.516,-8.1108,18.6676,2305.08,227.219,38.8449,781.321,446.336,22.2607,-160.996,-29.882,34.8403,500.943,-753.372,15.4978,1132.2,-738.56,14.6331,1772.63,-749.135,27.0912,,,
3532,0,1347.59,-53.9376,25.403,1617.81,391.844,26.9226,1587.21,1122.87,48.22,1091.52,1094.17,39.058,442.667,1070.7,43.2694,515.829,-7.81308,19.0826,2305.07,227.225,38.8233,781.336,446.287,22.3095,-160.989,-29.813,34.8385,500.806,-753.478,15.3177,1132.18,-738.552,14.5711,1772.6,-749.131,27.0791,,,
3533,0,1347.59,-53.9477,25.3889,1617.81,391.839,26.9216,1587.18,1122.93,48.2065,1091.61,1094.04,39.0753,442.691,1070.69,43.2072,515.818,-7.94905,19.0085,2305.07,227.223,38.8194,781.369,446.163,22.3795,-160.97,-29.9281,34.8591,500.924,-753.479,15.4194,1132.13,-738.622,14.5381,1772.58,-749.14,27.0731,,,
3534,0,1347.56,-53.9093,25.3239,1617.82,391.841,26.912,1587.19,1122.89,48.2238,1091.59,1094.09,38.9993,442.549,1070.7,43.1306,515.661,-8.1931,18.738,2305.07,227.225,38.8367,781.312,446.303,22.2673,-160.955,-29.9843,34.8622,500.665,-753.465,15.2954,1132.19,-738.562,14.605,1772.58,-749.143,27.0732,,,
3535,0,1347.48,-53.9198,25.322,1617.79,391.871,26.8955,1587.15,1122.93,48.1619,1091.54,1094.12,39.0482,442.616,1070.75,43.1512,515.689,-7.89518,18.9997,2305.07,227.209,38.8184,781.239,446.337,22.3389,-160.961,-29.9295,34.8629,500.915,-753.39,15.4821,1132.15,-738.605,14.525,1772.74,-748.983,26.9937,,,
3536,0,1347.57,-53.9166,25.3854,1617.81,391.858,26.924,1587.19,1122.92,48.1397,1091.54,1094.14,39.0505,442.616,1070.68,43.1025,515.692,-7.88648,19.0736,2305.07,227.213,38.8131,781.2,446.377,22.221,-160.971,-29.8695,34.8552,500.886,-753.404,15.4443,1132.18,-738.566,14.5908,1772.63,-749.089,27.0767,,,
3537,0,1347.59,-53.9294,25.3874,1617.81,391.84,26.8982,1587.2,1122.87,48.2408,1091.53,1094.12,39.0539,442.615,1070.68,43.1414,515.754,-7.85876,19.0943,2305.09,227.23,38.8556,781.305,446.294,22.2605,-160.959,-30.0029,34.8728,500.759,-753.493,15.3063,1132.16,-738.522,14.5088,1772.59,-749.087,27.0282,,,
3538,0,1347.58,-53.9459,25.3966,1617.81,391.855,26.9421,1587.17,1122.93,48.1762,1091.53,1094.16,39.0711,442.587,1070.7,43.1143,515.71,-8.15739,18.7378,2305.06,227.218,38.8115,781.215,446.361,22.2874,-160.998,-29.8054,34.8839,500.758,-753.386,15.3884,1132.12,-738.612,14.5483,1772.6,-749.1,27.056,,,
3539,0,1347.65,-53.9182,25.4279,1617.82,391.85,26.9163,1587.14,1123.09,48.0297,1091.61,1094.04,39.081,442.615,1070.66,43.1668,515.809,-7.94326,19.1092,2305.05,227.216,38.828,781.26,446.292,22.2312,-160.954,-29.9078,34.843,500.74,-753.41,15.393,1132.15,-738.599,14.552,1772.57,-749.069,27.0444,,,
3540,0,1347.52,-53.9021,25.2788,1617.81,391.858,26.8994,1587.15,1122.94,48.1365,1091.58,1094.1,39.0526,442.582,1070.71,43.0891,515.534,-7.84783,19.0409,2305.07,227.223,38.8269,781.278,446.334,22.2511,-161,-30.0083,34.8359,500.776,-753.436,15.3418,1132.16,-738.561,14.5652,1772.74,-748.972,27.0256,,,
3541,0,1347.55,-53.8442,25.2713,1617.81,391.819,26.9314,1587.18,1122.96,48.1255,1091.6,1094.07,39.0691,442.605,1070.68,43.1005,515.59,-8.18205,18.7565,2305.07,227.215,38.8303,781.3,446.35,22.2987,-160.981,-29.9535,34.8566,500.882,-753.422,15.3992,1132.13,-738.58,14.5301,1772.6,-749.086,27.0767,,,
3542,0,1347.52,-53.8282,25.279,1617.8,391.855,26.9126,1587.18,1123,48.1736,1091.48,1094.18,38.9507,442.647,1070.7,43.1986,515.725,-7.8633,19.0225,2305.07,227.228,38.8236,781.272,446.339,22.2813,-160.995,-29.9933,34.8508,500.867,-753.329,15.4207,1132.13,-738.603,14.5791,1772.62,-749.098,27.0879,,,
3543,0,1347.59,-53.9347,25.3957,1617.8,391.857,26.9123,1587.18,1122.97,48.1443,1091.61,1094.06,39.0923,442.64,1070.72,43.222,515.788,-7.82803,19.1427,2305.07,227.214,38.8444,781.245,446.299,22.3694,-161.045,-29.9565,34.8303,500.708,-753.315,15.4038,1132.25,-738.539,14.7072,1772.63,-749.1,27.0482,,,
3544,0,1347.63,-53.9069,25.4297,1617.81,391.854,26.9219,1587.19,1122.96,48.1587,1091.56,1094.13,39.0415,442.37,1070.41,43.1659,515.571,-8.09787,18.6349,2305.09,227.219,38.8573,781.202,446.306,22.3524,-160.98,-29.9391,34.7811,500.625,-753.444,15.2326,1132.13,-738.626,14.5792,1772.56,-749.102,27.0637,,,
3545,0,1347.55,-53.919,25.3789,1617.81,391.849,26.918,1587.17,1122.95,48.1555,1091.58,1094.08,39.0943,442.36,1070.34,43.0605,515.54,-7.82155,19.0469,2305.07,227.209,38.852,781.249,446.286,22.3381,-160.939,-29.8083,34.8753,500.574,-753.404,15.2319,1132.13,-738.531,14.4549,1772.56,-749.135,27.0414,,,
3546,0,1347.62,-53.9335,25.4353,1617.81,391.839,26.8747,1587.19,1122.96,48.1808,1091.58,1094.1,39.0679,442.335,1070.39,43.0068,515.605,-8.1228,18.6685,2305.07,227.207,38.8042,781.319,446.312,22.3075,-161.017,-29.9668,34.818,500.877,-753.411,15.4936,1132.17,-738.563,14.5259,1772.57,-749.151,27.0542,,,
3547,0,1347.59,-53.938,25.3679,1617.81,391.841,26.91,1587.19,1122.96,48.1711,1091.6,1094.1,39.0601,442.412,1070.36,43.1875,515.541,-8.13836,18.7393,2305.08,227.217,38.8472,781.302,446.32,22.2776,-160.983,-29.9633,34.8138,500.677,-753.423,15.3144,1132.16,-738.545,14.5181,1772.56,-749.148,27.0386,,,
3548,0,1347.49,-53.9959,25.4477,1617.81,391.834,26.9135,1587.15,1122.93,48.1613,1091.55,1094.18,39.0844,442.372,1070.33,43.1082,515.766,-7.97341,19.1256,2305.07,227.219,38.8233,781.332,446.271,22.2974,-160.97,-29.9486,34.8505,500.884,-753.412,15.3863,1132.16,-738.552,14.5944,1772.51,-749.159,27.0652,,,
3549,0,1347.49,-53.9819,25.4218,1617.81,391.864,26.9383,1587.17,1122.94,48.1674,1091.55,1094.15,39.0778,442.345,1070.32,43.1101,515.748,-7.89031,19.1567,2305.08,227.23,38.8428,781.249,446.355,22.2896,-160.936,-29.906,34.8265,500.749,-753.47,15.3007,1132.17,-738.577,14.5667,1772.58,-749.155,27.1217,,,
3550,0,1347.54,-53.8774,25.2953,1617.82,391.859,26.9287,1587.14,1122.94,48.1209,1091.54,1094.1,38.9814,442.32,1070.3,43.0657,515.859,-7.95296,19.1393,2305.08,227.226,38.8358,781.234,446.366,22.313,-160.986,-30.0556,34.8582,500.925,-753.443,15.4417,1132.15,-738.617,14.5609,1772.51,-749.181,27.0979,,,
3551,0,1347.55,-53.8691,25.2885,1617.81,391.859,26.9108,1587.18,1122.94,48.156,1091.5,1094.2,39.0931,442.336,1070.27,43.031,515.74,-7.89235,19.0612,2305.07,227.224,38.8237,781.235,446.324,22.3026,-161.013,-29.9059,34.8505,500.968,-753.391,15.4609,1132.21,-738.591,14.621,1772.52,-749.194,27.1039,,,
3552,0,1347.59,-53.9349,25.4429,1617.79,391.851,26.9318,1587.2,1122.96,48.2256,1091.57,1094.11,39.0571,442.342,1070.31,42.9849,515.574,-8.11946,18.6646,2305.07,227.221,38.8598,781.328,446.285,22.3049,-160.954,-29.9686,34.8661,500.74,-753.438,15.3296,1132.15,-738.6,14.5621,1772.55,-749.157,27.1243,,,
3553,0,1347.51,-53.8859,25.288,1617.82,391.858,26.9284,1587.17,1122.93,48.1522,1091.58,1094.07,39.0952,442.347,1070.34,42.9574,515.837,-7.87074,19.1303,2305.09,227.228,38.8503,781.245,446.326,22.2605,-161.014,-29.8618,34.8132,500.741,-753.416,15.2917,1132.17,-738.538,14.5707,1772.55,-749.185,27.107,,,
3554,0,1347.64,-53.9163,25.4164,1617.8,391.841,26.9254,1587.17,1122.95,48.1608,1091.58,1094.1,39.0502,442.262,1070.38,42.9364,515.744,-7.81855,19.0683,2305.07,227.231,38.8434,781.209,446.371,22.3433,-161.011,-29.9458,34.8453,500.648,-753.466,15.2395,1132.14,-738.611,14.5733,1772.74,-748.981,27.0315,,,
3555,0,1347.57,-53.9397,25.4387,1617.81,391.837,26.9202,1587.22,1122.85,48.2247,1091.61,1094.1,39.063,442.298,1070.37,42.8232,515.571,-7.86999,19.0568,2305.07,227.217,38.8349,781.242,446.356,22.2183,-161.04,-29.8603,34.8176,500.977,-753.364,15.4406,1132.23,-738.538,14.6308,1772.61,-749.079,27.1043,,,
3556,0,1347.45,-54.0038,25.4392,1617.8,391.86,26.9274,1587.19,1122.93,48.1805,1091.59,1094.1,39.0648,442.298,1070.38,42.8194,515.609,-7.88957,19.1693,2305.08,227.232,38.8451,781.283,446.349,22.2739,-160.993,-30.0347,34.8184,500.819,-753.364,15.3971,1132.16,-738.592,14.5505,1772.63,-749.086,27.1014,,,
3557,0,1347.49,-53.8306,25.274,1617.8,391.83,26.909,1587.2,1122.95,48.1972,1091.57,1094.13,39.0958,442.371,1070.36,42.879,515.725,-7.89945,19.0973,2305.08,227.218,38.818,781.273,446.361,22.3265,-160.984,-30.0978,34.8685,500.677,-753.345,15.2985,1132.16,-738.505,14.5101,1772.59,-749.084,27.1065,,,
3558,0,1347.62,-53.9175,25.4413,1617.78,391.844,26.9027,1587.15,1123.12,48.034,1091.57,1094.07,39.0622,442.379,1070.33,42.935,515.834,-7.88733,19.0915,2305.07,227.228,38.846,781.226,446.328,22.2896,-160.947,-29.7983,34.8664,500.836,-753.365,15.4026,1132.18,-738.537,14.5429,1772.65,-749.093,27.1103,,,
3559,0,1347.61,-53.9219,25.417,1617.82,391.85,26.9426,1587.18,1123,48.1712,1091.54,1094.13,39.0652,442.239,1070.37,42.739,515.668,-7.84752,19.022,2305.08,227.22,38.847,781.328,446.355,22.2453,-161.012,-30.0611,34.8229,500.871,-753.354,15.4402,1132.18,-738.544,14.5288,1772.6,-749.114,27.1134,,,
3560,0,1347.51,-53.8261,25.2429,1617.81,391.824,26.9145,1587.19,1122.98,48.1477,1091.59,1094.09,39.0723,442.382,1070.4,42.9084,515.654,-7.87007,19.0758,2305.09,227.216,38.8369,781.325,446.236,22.2666,-160.953,-30.0502,34.8334,500.862,-753.443,15.3504,1132.23,-738.548,14.6639,1772.57,-749.131,27.0754,,,
3561,0,1347.54,-53.9355,25.4023,1617.82,391.847,26.9154,1587.19,1122.99,48.1648,1091.61,1094.05,39.0835,442.426,1070.37,42.9755,515.482,-8.11115,18.7383,2305.09,227.208,38.8414,781.225,446.366,22.313,-161.007,-29.9323,34.8127,500.84,-753.453,15.4391,1132.15,-738.578,14.5593,1772.57,-749.133,27.0986,,,
3562,0,1347.64,-53.9146,25.4548,1617.81,391.847,26.9299,1587.2,1122.95,48.1444,1091.52,1094.13,39.0395,442.387,1070.41,42.9322,515.692,-7.925,19.0979,2305.06,227.221,38.8468,781.311,446.294,22.4116,-160.96,-29.8065,34.8431,501.005,-753.48,15.4224,1132.17,-738.535,14.5717,1772.54,-749.161,27.097,,,
3563,0,1347.53,-53.8872,25.3125,1617.81,391.846,26.9158,1587.18,1122.98,48.1671,1091.53,1094.17,39.0923,442.336,1070.4,42.8866,515.628,-8.12803,18.7011,2305.06,227.206,38.831,781.256,446.366,22.195,-160.951,-29.8785,34.8651,500.661,-753.36,15.3329,1132.15,-738.597,14.5874,1772.5,-749.172,27.0899,,,
3564,0,1347.55,-53.8855,25.3233,1617.81,391.856,26.9066,1587.18,1122.97,48.1542,1091.51,1094.16,39.0311,442.399,1070.4,42.9619,515.727,-7.88035,19.1561,2305.07,227.226,38.8183,781.284,446.351,22.3134,-160.954,-29.8542,34.8013,501.037,-753.378,15.5019,1132.14,-738.535,14.4967,1772.53,-749.168,27.0938,,,
3565,0,1347.59,-53.9472,25.3984,1617.8,391.868,26.9131,1587.18,1122.97,48.1222,1091.57,1094.1,39.0959,442.306,1070.41,42.8113,515.932,-8.07205,19.0234,2305.07,227.222,38.8146,781.236,446.351,22.242,-160.9,-29.9411,34.8541,500.72,-753.492,15.2852,1132.16,-738.53,14.5232,1772.53,-749.182,27.0934,,,
3566,0,1347.63,-53.9217,25.468,1617.8,391.845,26.9239,1587.16,1122.92,48.1691,1091.56,1094.13,39.0655,442.402,1070.42,42.8958,515.562,-8.13329,18.7536,2305.08,227.216,38.8482,781.264,446.333,22.2676,-160.98,-29.8584,34.8459,500.796,-753.371,15.3667,1132.17,-738.576,14.6014,1772.73,-748.981,27.0263,,,
3567,0,1347.54,-53.9383,25.3937,1617.82,391.84,26.9106,1587.17,1122.97,48.1596,1091.63,1094.08,39.1111,442.436,1070.4,42.9539,515.611,-7.85079,19.1316,2305.08,227.202,38.8381,781.155,446.339,22.2659,-160.958,-29.9285,34.8374,500.894,-753.402,15.4371,1132.16,-738.564,14.5684,1772.64,-749.098,27.0851,,,
3568,0,1347.61,-53.9341,25.3717,1617.8,391.855,26.9016,1587.14,1122.92,48.1331,1091.55,1094.14,39.0294,442.297,1070.4,42.7765,515.571,-8.11532,18.7046,2305.08,227.216,38.8481,781.314,446.317,22.2632,-160.95,-30.0059,34.8547,500.873,-753.375,15.3967,1132.15,-738.542,14.5486,1772.64,-749.108,27.1136,,,
3569,0,1347.57,-53.9455,25.384,1617.81,391.858,26.9294,1587.19,1122.95,48.1912,1091.6,1094.1,39.0895,442.419,1070.38,42.9825,515.785,-7.92809,19.1315,2305.06,227.211,38.8357,781.293,446.302,22.3459,-160.993,-29.8558,34.84,500.7,-753.464,15.2966,1132.16,-738.588,14.593,1772.61,-749.068,27.1032,,,
3570,0,1347.62,-53.9397,25.4469,1617.81,391.838,26.9188,1587.18,1122.95,48.1708,1091.56,1094.09,39.0585,442.233,1070.42,42.6782,515.657,-8.10983,18.655,2305.09,227.218,38.873,781.323,446.288,22.3456,-160.986,-29.9485,34.8032,500.82,-753.438,15.3316,1132.18,-738.552,14.5452,1772.62,-749.106,27.0963,,,
