Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1490,0,1348.64,-53.8233,25.9687,1617.76,392.467,26.5368,1586.97,1122.89,48.0705,1091.8,1094.02,38.7286,442.507,1070.56,42.7922,516.649,-6.84209,19.8965,2304.56,226.863,38.688,781.653,447.155,23.0294,-161.212,-30.2593,34.8009,499.939,-753.052,16.1499,1132.08,-738.405,13.7037,1772.11,-749.112,26.4819,,,
1491,0,1348.56,-53.8313,25.9003,1617.75,392.458,26.5489,1586.78,1123.1,47.7556,1091.76,1094.11,38.7499,442.504,1070.57,42.7591,516.585,-6.83435,19.8315,2304.58,226.836,38.7196,781.564,447.224,23.036,-161.109,-29.7716,35.5395,500.172,-753.181,15.9497,1132.08,-738.383,13.6242,1772.1,-749.1,26.5151,,,
1492,0,1348.6,-53.8271,25.9413,1617.75,392.451,26.5656,1586.92,1122.96,47.9534,1091.76,1094.07,38.708,442.517,1070.56,42.7901,516.377,-6.90342,19.9577,2304.58,226.861,38.719,781.645,447.182,23.0483,-161.136,-30.0032,35.0856,500.18,-753.146,15.8994,1132.09,-738.404,13.6683,1772.11,-749.143,26.5642,,,
1493,0,1348.65,-53.831,25.9704,1617.75,392.449,26.5688,1586.92,1122.98,47.9946,1091.73,1094.1,38.7436,442.501,1070.57,42.8018,516.468,-6.8636,19.9564,2304.54,226.844,38.6843,781.73,447.221,23.07,-161.067,-29.7336,35.5355,500.181,-752.957,15.8765,1132.07,-738.382,13.694,1772.16,-749.127,26.5826,,,
1494,0,1348.58,-53.8413,25.9689,1617.74,392.453,26.5571,1586.93,1122.95,47.9733,1092.37,1093.55,38.9079,442.551,1070.52,42.8143,516.283,-6.92076,20.0238,2304.56,226.83,38.6956,781.651,447.2,23.0496,-161.039,-29.434,35.5338,500.238,-753.059,15.8287,1132.08,-738.394,13.678,1772.12,-749.094,26.4849,,,
1495,0,1348.6,-53.8323,25.9833,1617.75,392.468,26.565,1586.72,1123.08,47.6513,1091.74,1094.06,38.6935,442.421,1070.59,42.745,516.542,-6.90082,19.8649,2304.56,226.865,38.6846,781.623,447.199,23.0699,-161.024,-29.7066,35.5332,500.166,-753.121,15.6933,1132.09,-738.368,13.6441,1772.1,-749.092,26.5432,,,
1496,0,1348.54,-53.781,25.8859,1617.73,392.451,26.5398,1586.91,1122.94,47.9548,1091.73,1094.07,38.7164,442.415,1070.58,42.6937,516.581,-6.81098,19.8414,2304.57,226.867,38.6827,781.629,447.182,23.0562,-161.125,-29.8179,35.5504,500.368,-753.067,15.9224,1132.08,-738.356,13.6561,1772.31,-748.901,26.3146,,,
1497,0,1348.51,-53.8688,25.9487,1617.75,392.457,26.5513,1586.88,1122.94,47.8914,1091.84,1094.01,38.8057,442.471,1070.55,42.7837,516.5,-6.82863,19.8839,2304.55,226.845,38.6916,781.58,447.233,23.0174,-161.112,-29.6446,35.5626,500.234,-753.053,15.8642,1132.08,-738.388,13.6784,1772.23,-749.029,26.4408,,,
1498,0,1348.56,-53.7865,25.9238,1617.75,392.439,26.5561,1586.72,1123.08,47.7099,1091.73,1094.06,38.6788,442.447,1070.54,42.7473,516.471,-6.89478,19.8194,2304.6,226.857,38.7317,781.608,447.254,23.1051,-160.971,-29.6529,35.152,500.453,-753.004,16.0539,1132.08,-738.392,13.6809,1772.21,-749.043,26.4328,,,
1499,0,1348.57,-53.8471,25.9358,1617.76,392.459,26.5337,1586.87,1122.94,47.8926,1092.41,1093.52,38.9241,442.423,1070.56,42.6665,516.48,-6.8293,19.9192,2304.55,226.878,38.6743,781.569,447.206,22.9462,-161.091,-29.6733,35.5131,500.434,-753.165,15.8745,1132.07,-738.416,13.6907,1772.28,-748.919,26.2184,,,
1500,0,1348.55,-53.861,25.9234,1617.74,392.448,26.5505,1586.88,1122.95,47.8937,1091.77,1094.04,38.7332,442.483,1070.56,42.7886,516.439,-6.93075,19.9136,2304.57,226.857,38.6766,781.716,447.156,23.0296,-161.063,-29.7278,35.5384,500.271,-753.155,15.8826,1132.1,-738.392,13.6642,1772.24,-749.028,26.4258,,,
1501,0,1348.6,-53.8311,25.9877,1617.75,392.448,26.5703,1586.89,1122.94,47.8701,1091.74,1094.1,38.7427,442.449,1070.57,42.735,516.437,-6.81647,19.7405,2304.56,226.86,38.6853,781.646,447.259,22.9842,-161.162,-29.8818,35.1342,500.277,-753.198,15.7493,1132.07,-738.371,13.6453,1772.2,-749.004,26.3824,,,
1502,0,1348.61,-53.8175,26.0399,1617.74,392.465,26.5399,1586.91,1122.93,47.9147,1091.74,1094.12,38.7598,442.479,1070.56,42.7493,516.427,-6.86612,19.8405,2304.51,226.845,38.6802,781.721,447.153,23.0272,-160.922,-29.5442,35.182,500.29,-753.092,15.8831,1132.07,-738.395,13.646,1772.21,-749.01,26.4319,,,
1503,0,1348.63,-53.8366,26.0123,1617.75,392.446,26.5594,1586.92,1122.97,47.9861,1091.74,1094.1,38.7424,442.471,1070.58,42.7648,516.816,-6.8036,19.9302,2304.61,226.869,38.7442,781.709,447.194,23.0812,-161.045,-29.8535,35.1178,500.135,-753.093,15.9191,1132.08,-738.4,13.6687,1772.19,-749.009,26.4267,,,
1504,0,1348.6,-53.849,25.9647,1617.75,392.451,26.5544,1586.95,1122.94,47.9797,1091.79,1094.07,38.718,442.467,1070.56,42.7519,516.544,-6.85713,19.8689,2304.58,226.886,38.7067,781.801,447.159,23.0767,-161.164,-30.048,35.0497,500.23,-753.077,15.7864,1132.08,-738.376,13.7139,1772.15,-749.035,26.407,,,
1505,0,1348.58,-53.8124,25.9326,1617.73,392.464,26.5413,1586.94,1122.91,48.0082,1091.73,1094.11,38.6965,442.389,1070.57,42.6694,516.668,-6.71463,19.7933,2304.58,226.861,38.7268,781.599,447.182,22.9611,-160.866,-29.624,35.1725,500.236,-753.066,15.87,1132.08,-738.373,13.6438,1772.16,-749.024,26.5015,,,
1506,0,1348.54,-53.8426,25.9155,1617.75,392.444,26.5494,1586.93,1122.9,47.9972,1091.73,1094.1,38.7396,442.495,1070.57,42.8085,516.56,-6.87875,19.8032,2304.53,226.871,38.673,781.656,447.147,23.0321,-161.027,-30.0352,35.0275,500.307,-753.082,15.884,1132.07,-738.39,13.6587,1772.21,-749.061,26.5094,,,
1507,0,1348.56,-53.8476,25.9554,1617.73,392.453,26.5577,1586.96,1122.92,48.0014,1091.75,1094.02,38.7395,442.347,1070.6,42.6478,516.62,-6.85403,19.8783,2304.56,226.876,38.6875,781.726,447.185,23.0485,-161.063,-29.9466,35.0192,500.093,-753.123,15.7681,1132.07,-738.418,13.7064,1772.17,-749.071,26.4935,,,
1508,0,1348.55,-53.8725,25.987,1617.74,392.459,26.5515,1586.95,1122.89,48.0207,1092,1093.82,38.8261,442.416,1070.59,42.7301,516.303,-6.82431,19.8351,2304.52,226.863,38.621,781.686,447.172,23.074,-160.963,-29.8032,35.0379,500.26,-753.077,15.9713,1132.09,-738.394,13.7057,1772.13,-749.07,26.4717,,,
1509,0,1348.57,-53.8616,25.941,1617.76,392.454,26.5684,1586.99,1122.9,48.073,1091.75,1094.1,38.7402,442.413,1070.59,42.7042,516.512,-6.75859,19.8558,2304.55,226.847,38.7037,781.546,447.202,23.0123,-161.15,-29.8486,35.5368,500.375,-753.116,15.8885,1132.08,-738.431,13.7029,1772.12,-749.065,26.5181,,,
1510,0,1348.59,-53.8299,25.959,1617.74,392.45,26.5344,1586.97,1122.89,48.0959,1091.77,1094.07,38.7445,442.502,1070.56,42.8206,516.658,-6.86463,19.8938,2304.55,226.856,38.6804,781.667,447.226,22.9836,-161.063,-29.9123,35.1129,500.308,-753.038,15.8707,1132.09,-738.384,13.6226,1772.14,-749.09,26.5649,,,
1511,0,1348.64,-53.8012,25.9897,1617.76,392.441,26.5694,1587,1122.88,48.0937,1091.74,1094.13,38.7084,442.34,1070.61,42.6008,516.681,-6.77356,19.8808,2304.52,226.866,38.6413,781.77,447.188,23.0669,-160.981,-29.9239,35.1633,500.351,-753.059,15.9773,1132.46,-738.308,14.2019,1772.14,-749.106,26.5309,,,
1512,0,1348.57,-53.8268,25.9618,1617.75,392.445,26.5658,1586.97,1122.86,48.1054,1092.31,1093.57,38.9062,442.363,1070.61,42.6104,516.588,-6.7283,19.7878,2304.57,226.883,38.6944,781.675,447.231,23.0985,-161.079,-29.8521,35.112,500.316,-753.128,15.8555,1132.34,-738.283,14.0468,1772.05,-749.093,26.5117,,,
1513,0,1348.58,-53.8454,26.0264,1617.75,392.438,26.5506,1586.97,1122.85,48.0622,1091.76,1094.08,38.7211,442.406,1070.56,42.681,516.311,-6.84381,19.9358,2304.55,226.851,38.7042,781.646,447.214,23.0154,-161.03,-29.8042,35.0939,500.391,-753.047,16.1175,1132.42,-738.285,14.1832,1772.08,-749.13,26.5519,,,
1514,0,1348.58,-53.8378,26.0066,1617.74,392.45,26.5466,1586.99,1122.88,48.1204,1091.74,1094.09,38.773,442.341,1070.61,42.6281,516.287,-6.8199,19.8755,2304.58,226.872,38.7079,781.635,447.178,23.0681,-161.122,-29.8795,35.0385,500.001,-753.447,15.1575,1132.36,-738.234,13.9653,1772.31,-748.902,26.3149,,,
1515,0,1348.57,-53.7836,25.946,1617.76,392.452,26.562,1586.87,1122.9,47.9255,1091.75,1094.12,38.7471,442.44,1070.58,42.7125,516.37,-6.88373,19.8723,2304.56,226.86,38.7033,781.689,447.17,23.0144,-161.06,-30.072,35.036,500.293,-753.16,15.6519,1132.34,-738.236,13.946,1772.22,-749.007,26.4097,,,
1516,0,1348.59,-53.8265,25.9476,1617.77,392.432,26.5528,1587,1122.89,48.0967,1091.75,1094.07,38.6894,442.281,1070.66,42.5839,516.658,-6.87166,19.916,2304.56,226.885,38.6438,781.621,447.195,23.0079,-160.945,-29.9022,35.0477,500.104,-753.102,15.6999,1132.42,-738.241,14.1301,1772.24,-749.03,26.4052,,,
1517,0,1348.58,-53.8401,25.9615,1617.75,392.45,26.561,1586.98,1122.85,48.0698,1092.32,1093.63,38.9164,442.385,1070.63,42.6857,516.55,-6.81891,19.8844,2304.55,226.848,38.6829,781.651,447.139,23.0555,-160.993,-29.7856,34.9915,500.217,-753.207,15.6183,1132.38,-738.224,14.0774,1772.23,-749.009,26.4341,,,
1518,0,1348.61,-53.8575,25.9634,1617.73,392.445,26.5658,1586.98,1122.88,48.0882,1091.73,1094.09,38.726,442.453,1070.56,42.7368,516.624,-6.80619,19.7794,2304.58,226.878,38.6815,781.629,447.155,23.0337,-160.933,-29.7173,35.0006,500.362,-753.172,15.7937,1132.38,-738.171,13.9343,1772.18,-749.015,26.4141,,,
1519,0,1348.56,-53.8414,25.9769,1617.75,392.437,26.5622,1586.99,1122.89,48.0729,1091.77,1094.12,38.7466,442.522,1070.56,42.8356,516.445,-6.9112,19.793,2304.54,226.853,38.6935,781.88,447.195,23.0142,-161.011,-29.8964,34.9299,500.117,-753.151,15.681,1132.45,-738.207,14.1935,1772.24,-748.926,26.2613,,,
1520,0,1348.56,-53.8703,25.9047,1617.75,392.448,26.5579,1586.97,1122.86,48.0295,1091.73,1094.12,38.7167,442.418,1070.61,42.7323,516.504,-6.89566,19.8573,2304.57,226.844,38.7016,781.705,447.168,23.0046,-160.837,-29.5434,35.1028,500.133,-753.138,15.6898,1132.4,-738.227,14.1379,1772.2,-749.032,26.3769,,,
1521,0,1348.59,-53.8419,25.9484,1617.73,392.453,26.5585,1586.98,1122.88,48.0602,1091.75,1094.07,38.6945,442.529,1070.57,42.8119,516.354,-6.87855,19.8309,2304.55,226.824,38.6912,781.634,447.206,23.0026,-160.982,-29.8612,34.9575,500.109,-753.195,15.6166,1132.46,-738.218,14.1251,1772.17,-748.996,26.3771,,,
1522,0,1348.54,-53.8526,25.9752,1617.75,392.445,26.5538,1587,1122.89,48.1141,1092.3,1093.61,38.924,442.479,1070.58,42.7067,516.591,-6.8508,19.909,2304.57,226.862,38.6903,781.659,447.254,23.0646,-160.974,-29.9358,34.859,500.369,-753.194,15.9192,1132.45,-738.163,14.1306,1772.19,-749.01,26.3957,,,
1523,0,1348.64,-53.8402,25.9691,1617.74,392.445,26.5593,1586.95,1122.84,48.0568,1091.74,1094.09,38.7252,442.409,1070.6,42.7574,516.254,-6.89716,19.9431,2304.57,226.885,38.6701,781.756,447.112,23.0639,-160.85,-29.5686,34.9657,500.144,-753.02,15.8108,1132.44,-738.098,14.008,1772.24,-749.06,26.4422,,,
1524,0,1348.57,-53.8571,25.9654,1617.75,392.449,26.5437,1586.98,1122.88,48.1015,1091.73,1094.11,38.7991,442.5,1070.56,42.819,516.553,-6.80096,19.8015,2304.56,226.874,38.6837,781.671,447.237,23.0334,-160.89,-29.7827,34.9268,500.175,-753.145,15.8586,1132.43,-738.232,14.1579,1772.17,-749.023,26.4232,,,
1525,0,1348.58,-53.8363,25.9348,1617.76,392.449,26.5431,1586.88,1122.91,47.8934,1091.72,1094.11,38.7188,442.403,1070.58,42.7024,516.384,-6.93819,19.864,2304.55,226.871,38.696,781.859,447.145,23.0414,-160.978,-29.7325,34.8531,500.212,-753.141,15.8077,1132.44,-738.113,14.0748,1772.18,-749.035,26.4659,,,
1526,0,1348.6,-53.8403,26.0067,1617.75,392.454,26.5451,1586.97,1122.87,48.0664,1091.74,1094.12,38.6909,442.495,1070.57,42.8019,516.642,-6.77686,19.9585,2304.56,226.85,38.6952,781.558,447.168,23.0132,-160.959,-29.9261,34.8581,500.163,-753.158,15.8356,1132.47,-738.125,14.1213,1772.17,-749.013,26.5124,,,
1527,0,1348.53,-53.812,25.9219,1617.74,392.446,26.5486,1586.95,1122.86,48.0415,1091.78,1094.04,38.7385,442.431,1070.63,42.7099,516.503,-6.88782,19.9491,2304.57,226.844,38.7138,781.565,447.219,23.0008,-160.959,-29.9838,34.8722,500.409,-753.079,15.968,1132.5,-738.177,14.2398,1772.17,-749.078,26.5213,,,
1528,0,1348.58,-53.8293,25.9099,1617.74,392.453,26.5244,1586.95,1122.93,47.9716,1091.72,1094.09,38.7239,442.416,1070.58,42.6753,516.622,-6.85399,19.8729,2304.57,226.866,38.7035,781.794,447.156,22.9577,-160.936,-29.6575,34.8591,500.322,-753.117,15.9351,1132.43,-738.151,14.1226,1772.17,-749.084,26.5191,,,
1529,0,1348.54,-53.8476,25.93,1617.75,392.442,26.5514,1587,1122.85,48.0736,1091.79,1094.01,38.7267,442.454,1070.55,42.7463,516.552,-6.88307,20.0309,2304.56,226.871,38.6748,781.616,447.168,22.9919,-160.867,-29.7185,34.8941,500.32,-753.035,15.9122,1132.49,-738.152,14.0856,1772.16,-749.108,26.5266,,,
1530,0,1348.59,-53.8341,25.9248,1617.74,392.449,26.5317,1586.96,1122.86,47.9925,1091.73,1094.11,38.7428,442.494,1070.56,42.7808,516.323,-6.78329,19.9208,2304.55,226.854,38.6673,781.673,447.23,22.9803,-160.93,-29.9916,34.867,500.184,-753.045,15.8594,1132.45,-738.167,14.131,1772.11,-749.086,26.4769,,,
1531,0,1348.62,-53.8177,25.9465,1617.72,392.465,26.5216,1586.99,1122.9,48.1104,1091.76,1094.08,38.753,442.482,1070.57,42.7578,516.508,-6.82127,19.8705,2304.56,226.846,38.6956,781.885,447.134,23.106,-160.935,-29.927,34.8811,500.15,-753.052,15.9112,1132.46,-738.173,14.1452,1772.14,-749.126,26.6099,,,
1532,0,1348.61,-53.7967,25.97,1617.73,392.436,26.5453,1586.96,1122.86,48.0671,1091.72,1094.11,38.7466,442.458,1070.58,42.7067,516.505,-6.86082,19.855,2304.57,226.881,38.6894,781.608,447.212,23.0419,-160.959,-29.8063,34.8301,500.174,-753.119,15.9219,1132.45,-738.098,14.0587,1772.1,-749.112,26.6014,,,
1533,0,1348.53,-53.8545,25.9763,1617.74,392.446,26.5483,1586.98,1122.83,48.061,1091.78,1094.07,38.7335,442.451,1070.58,42.7725,516.588,-6.76863,19.8203,2304.57,226.853,38.7206,781.676,447.191,22.9896,-160.969,-29.9232,34.8433,500.421,-753.072,16.0256,1132.48,-738.21,14.2149,1772.13,-749.145,26.5782,,,
1534,0,1348.65,-53.8249,25.9754,1617.75,392.443,26.5517,1587,1122.86,48.1258,1091.75,1094.12,38.762,442.462,1070.57,42.7026,516.303,-6.86585,19.8538,2304.56,226.887,38.6695,781.64,447.198,23.0165,-160.874,-29.7761,34.8938,500.204,-753.182,15.7314,1132.51,-738.205,14.2176,1772.26,-748.895,26.2599,,,
1535,0,1348.6,-53.8405,25.9496,1617.75,392.444,26.5402,1586.97,1122.88,48.0613,1091.79,1094.01,38.727,442.472,1070.6,42.7823,516.369,-6.93542,19.9073,2304.58,226.858,38.7026,781.674,447.191,22.9898,-160.985,-30.0435,34.8591,500.215,-753.013,15.9577,1132.46,-738.136,14.0771,1772.22,-749.02,26.4148,,,
1536,0,1348.56,-53.7803,25.9376,1617.75,392.457,26.5734,1586.92,1122.94,47.9939,1091.74,1094.09,38.7454,442.333,1070.66,42.626,516.647,-6.87961,19.961,2304.55,226.861,38.675,781.596,447.207,22.9931,-160.925,-29.7813,34.872,500.139,-752.974,15.904,1132.41,-738.096,14.0343,1772.24,-748.989,26.4537,,,
1537,0,1348.54,-53.8523,25.9643,1617.76,392.45,26.557,1586.99,1122.88,48.0852,1091.81,1094.04,38.7689,442.379,1070.6,42.6575,516.526,-6.85514,19.8172,2304.55,226.863,38.6819,781.604,447.197,23.011,-161.011,-29.8835,34.8547,500.192,-753.047,15.8743,1132.45,-738.121,14.1273,1772.2,-748.988,26.4102,,,
1538,0,1348.55,-53.8604,26.0184,1617.75,392.45,26.5582,1586.95,1122.89,48.0231,1091.74,1094.09,38.6913,442.447,1070.57,42.7417,516.567,-6.80101,19.8464,2304.57,226.862,38.7031,781.559,447.205,23.0389,-160.928,-29.944,34.8843,500.363,-753.151,15.917,1132.49,-738.133,14.122,1772.21,-748.994,26.42,,,
1539,0,1348.61,-53.8155,25.9623,1617.74,392.461,26.5501,1586.98,1122.86,48.0568,1091.72,1094.09,38.7562,442.412,1070.58,42.6869,516.61,-6.84374,19.8648,2304.57,226.841,38.7024,781.665,447.171,22.9879,-160.936,-29.8837,34.8893,500.221,-753.072,15.8491,1132.45,-738.128,14.1021,1772.2,-749.024,26.4555,,,
1540,0,1348.59,-53.8011,25.9628,1617.73,392.455,26.5366,1586.94,1122.95,47.9632,1091.75,1094.09,38.7362,442.432,1070.59,42.7242,516.596,-6.84455,19.8591,2304.59,226.862,38.7087,781.675,447.218,22.9881,-160.955,-29.7936,34.857,500.354,-752.999,16.0013,1132.49,-738.133,14.0976,1772.14,-749.043,26.4363,,,
1541,0,1348.63,-53.8193,25.9906,1617.76,392.453,26.5578,1586.99,1122.85,48.0834,1091.76,1094.08,38.7429,442.379,1070.61,42.6337,516.659,-6.91417,19.8149,2304.55,226.885,38.6638,781.879,447.141,23.0665,-160.963,-29.8122,34.845,500.127,-753.076,15.6918,1132.48,-738.158,14.129,1772.16,-749.086,26.4478,,,
1542,0,1348.59,-53.8386,25.9366,1617.75,392.442,26.5407,1586.96,1122.88,48.0753,1091.73,1094.09,38.7063,442.351,1070.62,42.6427,516.407,-6.89798,19.8478,2304.56,226.853,38.6829,781.782,447.119,23.0573,-160.923,-29.8418,34.8696,500.173,-753.153,15.7459,1132.48,-738.124,14.0954,1772.3,-748.875,26.2831,,,
1543,0,1348.59,-53.8394,25.9661,1617.73,392.461,26.5421,1587,1122.86,48.1048,1091.72,1094.09,38.7331,442.444,1070.58,42.7668,516.522,-6.76939,19.7985,2304.54,226.871,38.6517,781.582,447.173,22.9905,-160.971,-29.7791,34.8582,500.404,-753.155,15.9256,1132.5,-738.193,14.2472,1772.21,-749.024,26.3906,,,
1544,0,1348.54,-53.8674,25.914,1617.73,392.454,26.5408,1587,1122.88,48.0953,1091.76,1094.09,38.7749,442.473,1070.57,42.6953,516.543,-6.78892,19.8447,2304.58,226.88,38.6696,781.564,447.245,22.9065,-160.949,-29.9762,34.9285,500.339,-752.978,15.971,1132.5,-738.184,14.2224,1772.21,-748.999,26.414,,,
1545,0,1348.58,-53.8206,25.975,1617.74,392.451,26.5345,1586.97,1122.88,48.1064,1091.78,1094.14,38.7768,442.485,1070.59,42.7957,516.582,-6.77274,19.9186,2304.53,226.854,38.681,781.78,447.114,23.1516,-160.995,-29.7364,34.8253,500.344,-753.076,15.9327,1132.45,-738.174,14.1481,1772.19,-749.038,26.3981,,,
1546,0,1348.59,-53.8291,25.9627,1617.75,392.453,26.5662,1586.95,1122.85,48.0559,1092.22,1093.66,38.8694,442.436,1070.58,42.7037,516.532,-6.91605,19.9182,2304.55,226.85,38.6841,781.621,447.195,23.0637,-160.966,-29.9378,34.873,500.245,-753.032,15.8913,1132.49,-738.192,14.2237,1772.19,-748.989,26.4403,,,
1547,0,1348.59,-53.8231,26.0002,1617.76,392.448,26.5623,1587.02,1122.88,48.0842,1091.84,1094,38.7529,442.347,1070.62,42.5987,516.396,-6.82565,19.9304,2304.57,226.873,38.6919,781.667,447.215,23.0183,-160.986,-29.9123,34.8279,500.407,-753.076,16.0156,1132.47,-738.19,14.195,1772.17,-749.047,26.4019,,,
1548,0,1348.63,-53.8261,25.9907,1617.76,392.438,26.5595,1586.97,1122.83,48.0333,1091.78,1094.07,38.7683,442.514,1070.57,42.7557,516.571,-6.76118,19.7982,2304.56,226.858,38.6891,781.584,447.189,22.9618,-161.007,-29.961,34.8603,500.192,-753.121,15.9153,1132.44,-738.117,14.1324,1772.19,-749,26.4444,,,
1549,0,1348.55,-53.8407,25.9294,1617.76,392.456,26.5451,1586.97,1122.85,48.0477,1091.78,1094.03,38.7331,442.455,1070.58,42.7058,516.439,-6.85238,19.8753,2304.59,226.867,38.693,781.685,447.189,23.0544,-161.019,-29.9308,34.8346,500.4,-753.135,15.8545,1132.52,-738.181,14.3004,1772.19,-749.025,26.5419,,,
1550,0,1348.44,-53.8965,25.9389,1617.74,392.451,26.5711,1586.97,1122.86,48.0488,1092.43,1093.51,38.9703,442.42,1070.56,42.7587,516.514,-6.77977,19.7962,2304.58,226.87,38.7244,781.675,447.191,23.0808,-160.979,-30.0624,34.8684,500.378,-753.08,15.9038,1132.47,-738.173,14.2147,1772.19,-749.029,26.546,,,
1551,0,1348.59,-53.81,25.9756,1617.75,392.452,26.5641,1586.98,1122.87,48.1217,1091.71,1094.12,38.7199,442.449,1070.6,42.7694,516.564,-6.7785,19.8309,2304.54,226.871,38.6536,781.657,447.232,23.0568,-161.004,-29.9953,34.8546,500.084,-753.007,15.8934,1132.43,-738.172,14.0854,1772.19,-749.09,26.4873,,,
1552,0,1348.61,-53.7938,25.9217,1617.75,392.445,26.5472,1586.97,1122.84,48.0687,1091.73,1094.1,38.7071,442.484,1070.58,42.7588,516.592,-6.80051,19.8969,2304.61,226.845,38.7329,781.627,447.19,22.9943,-160.961,-29.975,34.8766,500.299,-753.094,15.8279,1132.42,-738.177,14.1138,1772.31,-748.911,26.2872,,,
1553,0,1348.57,-53.8155,25.9447,1617.74,392.452,26.5372,1586.97,1122.86,48.0549,1091.78,1094.06,38.7531,442.389,1070.59,42.599,516.603,-6.86552,19.8638,2304.59,226.882,38.6893,781.651,447.225,22.9915,-160.997,-29.9677,34.8425,500.202,-753.091,15.8414,1132.44,-738.193,14.0971,1772.16,-749.044,26.3447,,,
1554,0,1348.59,-53.8178,25.9605,1617.76,392.452,26.575,1586.89,1122.88,47.9325,1091.76,1094.06,38.7303,442.387,1070.58,42.6711,516.492,-6.88077,19.882,2304.58,226.891,38.6913,781.644,447.184,22.9936,-160.983,-29.9008,34.8543,500.215,-753.101,15.831,1132.57,-738.169,14.3137,1772.21,-748.991,26.4359,,,
1555,0,1348.6,-53.7987,25.9181,1617.76,392.462,26.5931,1586.99,1122.88,48.1343,1091.72,1094.11,38.7579,442.489,1070.57,42.7707,516.463,-6.87082,19.9102,2304.55,226.861,38.6909,781.629,447.219,23.002,-161.031,-29.958,34.8187,500.208,-752.951,15.94,1132.42,-738.104,14.1288,1772.22,-749.022,26.4467,,,
1556,0,1348.56,-53.8116,25.926,1617.74,392.449,26.5627,1586.97,1122.86,48.0678,1091.73,1094.11,38.741,442.493,1070.56,42.7962,516.618,-6.81989,19.8773,2304.56,226.862,38.6881,781.607,447.138,23.0513,-161.035,-29.9635,34.8164,500.244,-753.043,15.9518,1132.46,-738.133,14.1569,1772.15,-749.012,26.382,,,
1557,0,1348.59,-53.8202,25.9782,1617.74,392.447,26.5427,1586.91,1122.91,47.9491,1091.8,1094.05,38.7253,442.263,1070.63,42.4546,517.243,-6.72866,19.8884,2304.61,226.884,38.6921,781.652,447.177,22.999,-160.977,-29.9223,34.7586,500.336,-753.117,15.9463,1132.49,-738.172,14.1639,1772.16,-749.015,26.4481,,,
1558,0,1348.59,-53.8329,25.9537,1617.75,392.447,26.5301,1587.01,1122.88,48.0762,1091.81,1094.01,38.6987,442.444,1070.56,42.7678,516.488,-6.85177,19.8618,2304.6,226.875,38.7019,781.697,447.16,23.0343,-161.003,-29.882,34.8036,500.318,-753.099,15.9415,1132.44,-738.129,14.0931,1772.19,-749.068,26.4215,,,
1559,0,1348.57,-53.8613,25.9542,1617.74,392.456,26.5588,1586.93,1122.87,48.0361,1091.76,1094.06,38.7127,442.49,1070.57,42.792,516.347,-6.89574,19.9085,2304.61,226.857,38.7141,781.612,447.197,23.0719,-160.96,-29.9601,34.8193,500.155,-753.181,15.7655,1132.42,-738.218,14.1144,1772.22,-749.045,26.471,,,
1560,0,1348.54,-53.8147,25.978,1617.76,392.459,26.5669,1586.75,1123.06,47.7023,1091.74,1094.1,38.7399,442.469,1070.59,42.779,516.488,-6.86615,19.7958,2304.57,226.852,38.7034,781.638,447.176,23.019,-160.961,-29.8297,34.8502,500.305,-753.131,15.7394,1132.6,-738.161,14.39,1772.16,-749.061,26.5309,,,
1561,0,1348.56,-53.8587,25.9355,1617.75,392.455,26.5785,1586.91,1122.95,47.9204,1091.76,1094.1,38.7599,442.489,1070.57,42.7827,516.542,-6.89477,20.0007,2304.57,226.856,38.696,781.588,447.137,23.0208,-161.052,-29.8367,34.8712,500.285,-752.999,15.9654,1132.45,-738.113,14.0731,1772.18,-749.066,26.5182,,,
1562,0,1348.58,-53.7835,25.9764,1617.75,392.453,26.5476,1586.9,1122.94,47.8853,1091.77,1094.1,38.7384,442.316,1070.61,42.5334,516.519,-6.8256,19.9095,2304.55,226.846,38.6626,781.745,447.192,23.0394,-160.987,-29.9995,34.8331,500.254,-753.052,15.9447,1132.42,-738.198,14.1261,1772.17,-749.046,26.5263,,,
1563,0,1348.63,-53.8242,25.9838,1617.75,392.457,26.5411,1586.94,1122.94,47.968,1091.76,1094.08,38.6851,442.523,1070.57,42.7654,516.507,-6.87059,19.7922,2304.59,226.881,38.6854,781.716,447.234,23.0268,-160.92,-29.9221,34.8641,500.301,-752.974,15.9423,1132.45,-738.104,14.1067,1772.11,-749.076,26.4303,,,
1564,0,1348.62,-53.82,25.9642,1617.76,392.438,26.5766,1586.9,1122.94,47.9351,1091.73,1094.09,38.735,442.455,1070.58,42.6668,516.428,-6.84076,19.8705,2304.58,226.885,38.6698,781.616,447.195,23.0244,-160.99,-29.9911,34.8621,500.209,-753.084,15.8139,1132.44,-738.21,14.1059,1772.08,-749.12,26.4956,,,
