Objects
100
,,Global Angle quackgpt:quackgpt,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
320,0,-0.00563583,-0.00371474,0.0494862,1305.35,-408.24,143.579
321,0,-0.00635612,-0.00399914,0.0497259,1305.37,-408.19,143.612
322,0,-0.00542236,-0.00397849,0.0494562,1305.35,-408.263,143.564
323,0,-0.00632611,-0.00377327,0.0496951,1305.39,-408.192,143.602
324,0,-0.008529,-0.00321108,0.0503315,1305.4,-408.191,143.631
325,0,-0.00628772,-0.00413935,0.0497487,1305.37,-408.169,143.601
326,0,-0.00586634,-0.00384583,0.0498914,1305.38,-408.192,143.614
327,0,-0.0082129,-0.00307297,0.050253,1305.39,-408.202,143.635
328,0,-0.00588024,-0.00392144,0.0498423,1305.37,-408.187,143.583
329,0,-0.00796639,-0.00306809,0.0502109,1305.38,-408.214,143.624
330,0,-0.00596928,-0.00404213,0.0496635,1305.37,-408.188,143.585
331,0,-0.00612161,-0.00373477,0.0498558,1305.38,-408.185,143.599
332,0,-0.00713804,-0.00300825,0.049788,1305.37,-408.254,143.615
333,0,-0.00656342,-0.0036578,0.0498384,1305.38,-408.181,143.61
334,0,-0.00677092,-0.00379521,0.0497403,1305.37,-408.192,143.592
335,0,-0.00763099,-0.00322815,0.0501223,1305.39,-408.203,143.634
336,0,-0.00603967,-0.00392884,0.0494206,1305.35,-408.251,143.572
337,0,-0.00872783,-0.0031314,0.0502565,1305.39,-408.195,143.624
338,0,-0.00688014,-0.00379575,0.0499334,1305.39,-408.177,143.615
339,0,-0.00683194,-0.00384843,0.0497803,1305.39,-408.184,143.629
340,0,-0.00619265,-0.00387293,0.0497888,1305.37,-408.191,143.595
341,0,-0.00607501,-0.00352403,0.0496816,1305.38,-408.192,143.583
342,0,-0.00629812,-0.00379545,0.049664,1305.38,-408.191,143.596
343,0,-0.00754824,-0.00312656,0.0502568,1305.4,-408.182,143.641
344,0,-0.00766269,-0.00317836,0.0500075,1305.4,-408.213,143.646
345,0,-0.00768788,-0.00321319,0.0502203,1305.4,-408.206,143.659
346,0,-0.00541814,-0.00401935,0.0493466,1305.36,-408.256,143.586
347,0,-0.00731851,-0.00385558,0.0498702,1305.39,-408.195,143.633
348,0,-0.00637697,-0.00378198,0.049796,1305.38,-408.179,143.591
349,0,-0.00809316,-0.00313638,0.0502101,1305.39,-408.201,143.645
350,0,-0.00545433,-0.0038928,0.0492341,1305.36,-408.249,143.591
351,0,-0.00843374,-0.00297328,0.0503218,1305.4,-408.194,143.65
352,0,-0.00835528,-0.00330851,0.0502519,1305.4,-408.212,143.639
353,0,-0.00676577,-0.00388754,0.0497776,1305.38,-408.193,143.61
354,0,-0.0075733,-0.00300602,0.050346,1305.39,-408.199,143.62
355,0,-0.00657392,-0.00387835,0.0497982,1305.38,-408.187,143.61
356,0,-0.00702075,-0.00370762,0.0499259,1305.38,-408.183,143.606
