Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
71,0,1347.8,-54.0789,25.6791,437.478,1087.33,17.8993,1069.14,1099.66,21.287,2284.37,228.73,28.881,1617.88,392.635,26.9624,781.391,447.021,23.0483,516.966,-7.99015,18.3736,1132.23,-738.382,14.7423,1565.02,1103.62,24.4519,1772.43,-749.156,27.1975,502.535,-753.685,16.2026,-155.456,8.59381,19.5449
72,0,1347.75,-54.0598,25.6133,437.504,1087.2,17.8851,1069.1,1099.69,21.2547,2284.35,228.731,28.8684,1617.87,392.624,26.9561,781.303,447.157,23.0734,516.804,-8.00146,18.4003,1132.16,-738.408,14.6913,1565.05,1103.62,24.4912,1772.67,-748.952,27.1477,502.683,-753.699,16.2811,-155.477,8.61388,19.6721
73,0,1347.77,-54.0851,25.6844,436.958,1087.48,17.6386,1069.09,1099.68,21.2713,2284.38,228.739,28.8906,1617.87,392.649,26.9493,781.377,447.067,23.0185,516.922,-7.98197,18.3785,1132.18,-738.388,14.7104,1565.03,1103.62,24.4784,1772.53,-749.079,27.1312,502.689,-753.627,16.3002,-155.417,8.58896,19.6045
74,0,1347.76,-54.1159,25.6463,437.914,1086.82,18.1468,1069.13,1099.65,21.2441,2284.37,228.726,28.8809,1617.87,392.628,26.9587,781.304,447.139,23.0476,516.936,-8.08009,18.3742,1132.17,-738.401,14.7012,1565.04,1103.65,24.4908,1772.57,-749.065,27.1557,502.442,-753.798,16.1884,-155.442,8.60635,19.5745
75,0,1347.79,-54.079,25.6625,437.936,1086.88,18.1288,1069.11,1099.68,21.2294,2284.39,228.721,28.8685,1617.87,392.628,26.9471,781.287,447.144,23.1115,517.081,-8.04559,18.475,1132.21,-738.388,14.7161,1565.05,1103.64,24.5214,1772.6,-749.081,27.1635,502.728,-753.655,16.3779,-155.493,8.59431,19.3683
76,0,1347.7,-54.0866,25.6322,436.889,1087.49,17.5503,1069.08,1099.69,21.2531,2284.37,228.715,28.8904,1617.87,392.627,26.9517,781.38,447.123,22.9717,516.987,-8.05496,18.432,1132.23,-738.371,14.708,1565.06,1103.6,24.4597,1772.58,-749.082,27.1459,502.506,-753.708,16.1929,-155.361,8.62807,19.4214
77,0,1347.76,-54.0928,25.6717,437.51,1087.3,17.9782,1069.08,1099.67,21.2518,2284.34,228.714,28.8666,1617.86,392.619,26.9636,781.266,447.181,23.0334,517.041,-8.05999,18.5053,1132.18,-738.363,14.6627,1565.04,1103.62,24.4665,1772.61,-749.107,27.2077,502.601,-753.636,16.2464,-155.478,8.61339,19.4184
78,0,1347.71,-54.1482,25.7016,437.486,1087.29,17.9843,1069.1,1099.66,21.2625,2284.34,228.704,28.8368,1617.88,392.628,26.9601,781.263,447.14,23.0018,516.879,-8.01536,18.3717,1132.23,-738.385,14.7356,1565.03,1103.64,24.4693,1772.55,-749.083,27.186,502.759,-753.63,16.3899,-155.427,8.59856,19.5938
79,0,1347.81,-54.0676,25.6921,437.554,1087.29,18.0208,1069.12,1099.65,21.2515,2284.37,228.723,28.8604,1617.86,392.625,26.9447,781.338,447.16,23.0799,517.057,-8.01511,18.4244,1132.19,-738.379,14.6626,1565.04,1103.62,24.4623,1772.52,-749.072,27.1654,502.911,-753.544,16.502,-155.417,8.57629,19.6548
80,0,1347.85,-54.0558,25.6943,436.777,1087.77,17.11,1069.06,1099.69,21.2521,2284.35,228.718,28.8742,1617.86,392.637,26.9444,781.293,447.132,22.9973,517.026,-8.03219,18.4105,1132.16,-738.393,14.6667,1565.05,1103.64,24.4793,1772.52,-749.143,27.2003,502.498,-753.748,16.2655,-155.428,8.61758,19.408
81,0,1347.77,-54.0784,25.6555,436.658,1087.72,17.3426,1069.1,1099.64,21.2532,2284.36,228.705,28.8921,1617.88,392.622,26.9734,781.246,447.149,23.057,516.918,-8.00467,18.3362,1132.19,-738.368,14.6406,1565.04,1103.6,24.4646,1772.51,-749.143,27.1982,502.585,-753.73,16.2909,-155.415,8.6104,19.5269
82,0,1347.81,-54.078,25.6942,437.275,1087.36,17.6929,1069.12,1099.67,21.2658,2284.36,228.721,28.8739,1617.87,392.618,26.9464,781.326,447.14,23.0569,517.024,-8.0545,18.3912,1132.2,-738.388,14.7203,1565.05,1103.62,24.4685,1772.52,-749.175,27.1775,502.707,-753.623,16.3978,-155.468,8.56254,19.6257
83,0,1347.77,-54.0889,25.631,437.338,1087.29,17.6955,1069.11,1099.67,21.2567,2284.34,228.713,28.8518,1617.87,392.627,26.9608,781.288,447.137,23.0116,516.982,-8.00852,18.4159,1132.16,-738.398,14.6893,1565.05,1103.64,24.4697,1772.51,-749.179,27.2384,502.549,-753.701,16.1857,-155.477,8.56427,19.7591
84,0,1347.75,-54.0176,25.5974,437.366,1087.25,17.7478,1069.16,1099.66,21.2586,2284.33,228.705,28.8381,1617.88,392.629,26.9597,781.294,447.161,23.055,517.019,-8.00826,18.4164,1132.19,-738.407,14.7177,1565.04,1103.61,24.4747,1772.75,-748.974,27.1559,501.531,-753.581,15.7651,-155.433,8.61535,19.5257
85,0,1347.83,-54.029,25.7094,437.387,1087.32,17.7811,1069.08,1099.66,21.2479,2284.35,228.71,28.8813,1617.87,392.618,26.9542,781.42,447.027,23.0757,516.921,-7.9723,18.3757,1132.23,-738.352,14.7086,1565.04,1103.59,24.461,1772.61,-749.055,27.2154,502.609,-753.681,16.2679,-155.429,8.57451,19.5385
86,0,1347.8,-54.0495,25.6985,436.724,1087.64,17.4435,1069.12,1099.63,21.253,2284.33,228.699,28.8639,1617.88,392.615,26.9738,781.321,447.092,23.073,517.032,-8.047,18.4186,1132.2,-738.392,14.7406,1565.04,1103.61,24.4816,1772.74,-748.942,27.1419,502.66,-753.659,16.3153,-155.429,8.59781,19.4219
87,0,1347.78,-54.1025,25.687,436.772,1087.58,17.4711,1069.09,1099.68,21.2494,2284.35,228.605,28.7101,1617.86,392.63,26.9543,781.295,447.191,23.0748,517.023,-8.05165,18.4259,1132.16,-738.384,14.6673,1565.03,1103.63,24.4845,1772.59,-749.071,27.1849,502.651,-753.66,16.3596,-155.466,8.57983,19.7359
88,0,1347.77,-54.0967,25.6527,437.433,1087.21,17.8366,1069.11,1099.69,21.2378,2284.3,228.665,28.7747,1617.86,392.633,26.9592,781.294,447.169,23.0389,517.024,-8.01424,18.4455,1132.18,-738.411,14.6984,1565.04,1103.63,24.4746,1772.59,-749.038,27.2084,502.468,-753.7,16.1691,-155.422,8.57815,19.5726
89,0,1347.74,-54.1475,25.7077,437.444,1087.33,17.8597,1069.09,1099.7,21.2321,2284.34,228.698,28.8177,1617.87,392.622,26.9562,781.435,447.094,23.0816,516.958,-8.04824,18.4018,1132.17,-738.356,14.6383,1565.02,1103.62,24.463,1772.61,-749.056,27.1815,502.496,-753.727,16.2741,-155.493,8.56712,19.5154
90,0,1347.78,-54.0948,25.6535,437.404,1087.35,17.9069,1069.09,1099.67,21.2451,2284.34,228.692,28.8141,1617.86,392.626,26.9529,781.501,447.012,22.9922,516.963,-8.02032,18.4,1132.17,-738.348,14.6477,1565.07,1103.64,24.5164,1772.57,-749.059,27.1425,502.663,-753.62,16.3667,-155.472,8.55025,19.5565
91,0,1347.79,-54.0755,25.6417,437.577,1087.17,17.962,1069.08,1099.7,21.2423,2284.37,228.704,28.8358,1617.88,392.61,26.9809,781.399,447.115,23.0357,516.922,-8.08524,18.3708,1132.14,-738.399,14.6425,1565.06,1103.61,24.4785,1772.56,-749.068,27.191,502.845,-753.548,16.4341,-155.354,8.57483,19.6293
92,0,1347.8,-54.0803,25.6406,437.542,1087.12,17.923,1069.05,1099.71,21.2486,2284.34,228.697,28.828,1617.87,392.645,26.9722,781.294,447.186,23.0378,516.817,-8.0126,18.3599,1132.19,-738.407,14.7045,1565.02,1103.6,24.4815,1772.56,-749.095,27.2011,502.781,-753.602,16.395,-155.373,8.56435,19.6359
93,0,1347.8,-54.0642,25.6935,437.568,1087.18,18.0067,1069.09,1099.66,21.2704,2284.38,228.7,28.8653,1617.87,392.633,26.9493,781.404,447.101,23.0327,516.958,-8.00747,18.3649,1132.17,-738.371,14.6517,1565.03,1103.62,24.4487,1772.52,-749.079,27.2097,502.731,-753.603,16.3639,-155.519,8.59409,19.6867
94,0,1347.79,-54.1004,25.6954,437.566,1087.13,17.9673,1069.09,1099.68,21.2439,2284.34,228.7,28.8214,1617.87,392.633,26.9684,781.299,447.14,23.0338,516.956,-8.03496,18.2941,1132.19,-738.404,14.6617,1565.03,1103.61,24.4479,1772.49,-749.112,27.1752,502.535,-753.691,16.1776,-155.421,8.58036,19.5366
95,0,1347.75,-54.0765,25.6396,436.996,1087.47,17.627,1069.15,1099.66,21.283,2284.35,228.686,28.8439,1617.86,392.636,26.9501,781.504,447.065,23.0211,516.89,-8.05422,18.4337,1132.21,-738.366,14.7509,1565.02,1103.62,24.4818,1772.53,-749.148,27.1546,502.61,-753.662,16.304,-155.465,8.58015,19.5893
96,0,1347.8,-54.0822,25.6672,437.595,1087.14,18.0103,1069.12,1099.68,21.2293,2284.35,228.696,28.8374,1617.87,392.629,26.959,781.335,447.112,23.0544,516.853,-7.93628,18.3897,1132.18,-738.359,14.6596,1565.06,1103.61,24.4764,1772.69,-748.939,27.1375,502.711,-753.683,16.3371,-155.442,8.59259,19.5964
97,0,1347.78,-54.0868,25.6534,437.106,1087.43,17.8098,1069.06,1099.71,21.2592,2284.4,228.71,28.8685,1617.86,392.631,26.9638,781.379,447.056,22.9823,516.961,-8.05661,18.4369,1132.18,-738.351,14.6333,1565.04,1103.62,24.4815,1772.64,-749.069,27.2035,502.879,-753.546,16.441,-155.46,8.60249,19.4744
98,0,1347.76,-54.0621,25.6048,437.752,1087.03,18.1703,1069.09,1099.67,21.2279,2284.33,228.7,28.8311,1617.86,392.622,26.9597,781.292,447.14,23.0254,516.968,-8.02209,18.479,1132.17,-738.391,14.6999,1565.04,1103.62,24.4681,1772.58,-749.045,27.1522,502.957,-753.741,16.5424,-155.424,8.58704,19.4162
99,0,1347.78,-54.0498,25.6119,437.504,1087.29,17.9868,1069.08,1099.68,21.2756,2284.37,228.718,28.8893,1617.87,392.624,26.9619,781.283,447.198,23.0087,516.896,-7.9767,18.3954,1132.25,-738.374,14.7721,1565,1103.62,24.4661,1772.59,-749.074,27.1793,502.591,-753.621,16.2376,-155.366,8.60038,19.7123
100,0,1347.75,-54.0921,25.7133,436.968,1087.49,17.5976,1069.09,1099.68,21.2601,2284.36,228.72,28.8611,1617.86,392.633,26.9707,781.278,447.151,23.0353,516.934,-7.96922,18.3777,1132.17,-738.356,14.6617,1565.03,1103.63,24.4584,1772.74,-748.973,27.1515,502.561,-753.661,16.2595,-155.443,8.61045,19.5962
101,0,1347.77,-54.0986,25.6605,437.521,1087.19,17.9779,1069.09,1099.68,21.2422,2284.34,228.698,28.8424,1617.87,392.632,26.9586,781.32,447.131,23.076,516.968,-8.0516,18.4331,1132.22,-738.332,14.7459,1565.06,1103.6,24.461,1772.6,-749.026,27.1721,502.67,-753.627,16.2479,-155.398,8.5996,19.5573
102,0,1347.78,-54.0404,25.6132,437.568,1087.28,18.0174,1069.12,1099.65,21.2673,2284.33,228.713,28.8403,1617.87,392.636,26.9525,781.305,447.137,23.061,517.281,-8.14537,18.452,1132.19,-738.38,14.6731,1565.06,1103.62,24.4876,1772.6,-749.101,27.1695,502.702,-753.634,16.3476,-155.4,8.64056,19.4799
103,0,1347.75,-54.0361,25.6077,437.043,1087.55,17.7457,1069.09,1099.68,21.2691,2284.36,228.72,28.8869,1617.85,392.624,26.963,781.286,447.166,23.0017,517.184,-8.12075,18.4293,1132.21,-738.402,14.7628,1565.03,1103.62,24.4724,1772.59,-749.082,27.1836,502.639,-753.697,16.3134,-155.422,8.65123,19.771
104,0,1347.76,-54.1329,25.6906,437.522,1087.14,17.8695,1069.08,1099.7,21.2489,2284.36,228.707,28.8892,1617.87,392.628,26.9539,781.324,447.14,23.0583,517.09,-8.01715,18.4032,1132.19,-738.391,14.7065,1565.04,1103.6,24.4586,1772.6,-749.063,27.1842,502.638,-753.642,16.2963,-155.406,8.59943,19.5894
105,0,1347.81,-54.0845,25.6621,437.526,1087.2,17.962,1069.1,1099.7,21.2339,2284.34,228.718,28.8504,1617.88,392.642,26.9786,781.289,447.121,23.0553,517.11,-8.05201,18.4881,1132.18,-738.363,14.6813,1565.06,1103.63,24.5061,1772.58,-749.102,27.1896,502.792,-753.582,16.3895,-155.415,8.58934,19.6815
106,0,1347.72,-54.1435,25.7034,437.616,1087.14,17.952,1069.1,1099.7,21.27,2284.35,228.733,28.8621,1617.85,392.63,26.9558,781.32,447.143,23.0382,517.26,-8.24308,18.4876,1132.2,-738.347,14.6642,1565.07,1103.62,24.4686,1772.58,-749.112,27.1793,502.551,-753.722,16.2645,-155.48,8.5728,19.5651
107,0,1347.74,-54.0221,25.5786,437.956,1086.81,18.223,1069.11,1099.68,21.2609,2284.33,228.715,28.8584,1617.88,392.625,26.9688,781.253,447.153,22.9722,517.039,-8.03267,18.3886,1132.29,-738.339,14.8558,1565.05,1103.6,24.4886,1772.49,-749.13,27.1363,502.6,-753.66,16.2747,-155.413,8.5943,19.5869
108,0,1347.74,-54.1308,25.7166,437.522,1087.12,17.9006,1069.07,1099.69,21.2442,2284.34,228.724,28.8838,1617.88,392.628,26.9783,781.288,447.134,23.0051,517.154,-8.08131,18.4463,1132.18,-738.369,14.664,1565.04,1103.62,24.445,1772.55,-749.127,27.216,502.506,-753.721,16.2515,-155.472,8.55513,19.5236
109,0,1347.71,-54.0853,25.6346,436.122,1088.06,16.8191,1069.1,1099.65,21.2404,2284.37,228.73,28.8645,1617.87,392.636,26.9551,781.249,447.153,23.016,517.067,-7.99629,18.4273,1132.18,-738.337,14.5862,1565.02,1103.62,24.4456,1772.5,-749.129,27.2362,502.631,-753.671,16.2908,-155.446,8.57342,19.6667
110,0,1347.77,-54.0861,25.6332,436.593,1087.77,17.3118,1069.13,1099.64,21.2389,2284.37,228.719,28.8872,1617.87,392.631,26.9573,781.359,447.099,22.993,517.077,-8.0988,18.3662,1132.17,-738.382,14.6508,1565.06,1103.61,24.4731,1772.54,-749.171,27.1971,502.484,-753.735,16.1584,-155.419,8.5757,19.567
111,0,1347.8,-54.1049,25.6938,437.333,1087.3,17.6845,1069.14,1099.63,21.2673,2284.36,228.704,28.853,1617.85,392.619,26.9526,781.41,447.093,23.0755,517.027,-8.04586,18.3528,1132.19,-738.372,14.6557,1565.05,1103.61,24.468,1772.49,-749.177,27.2189,502.708,-753.633,16.338,-155.412,8.59682,19.4952
112,0,1347.81,-54.096,25.6884,437.602,1087.14,17.8621,1069.12,1099.66,21.218,2284.35,228.729,28.876,1617.88,392.606,26.9822,781.277,447.223,23.0191,517.02,-8.03053,18.3918,1132.2,-738.387,14.7425,1565.05,1103.62,24.4893,1772.47,-749.171,27.1757,502.59,-753.714,16.3139,-155.34,8.57928,19.5064
113,0,1347.77,-54.0987,25.6627,437.362,1087.31,17.7287,1069.12,1099.68,21.2478,2284.34,228.734,28.8657,1617.87,392.632,26.9566,781.33,447.128,23.0376,516.993,-7.99326,18.4355,1132.22,-738.35,14.7839,1565.03,1103.61,24.4942,1772.45,-749.16,27.2325,502.696,-753.65,16.3691,-155.49,8.57633,19.5465
114,0,1347.74,-54.1319,25.7186,437.367,1087.25,17.7663,1069.1,1099.68,21.2516,2284.33,228.713,28.8818,1617.86,392.63,26.9571,781.371,447.156,23.0464,517.079,-8.01637,18.4344,1132.18,-738.374,14.672,1565.02,1103.64,24.4574,1772.41,-749.184,27.2,502.461,-753.696,16.1568,-155.442,8.57752,19.4909
115,0,1347.79,-54.0916,25.683,437.65,1087.08,17.9703,1069.15,1099.65,21.272,2284.34,228.702,28.8573,1617.88,392.63,26.9449,781.351,447.133,23.0893,516.992,-8.08124,18.416,1132.14,-738.392,14.6542,1565.02,1103.64,24.4654,1772.46,-749.201,27.2119,502.664,-753.67,16.2544,-155.388,8.61818,19.5649
116,0,1347.75,-54.0821,25.6611,436.848,1087.59,17.5254,1069.11,1099.66,21.2446,2284.34,228.703,28.8791,1617.88,392.622,26.9566,781.307,447.127,23.0903,516.923,-7.96913,18.3744,1132.18,-738.384,14.6443,1565.04,1103.63,24.456,1772.43,-749.17,27.1894,502.739,-753.588,16.3456,-155.437,8.58943,19.776
117,0,1347.81,-54.0828,25.6665,437.422,1087.28,17.8573,1069.12,1099.65,21.2383,2284.34,228.712,28.882,1617.86,392.618,26.9621,781.324,447.081,23.1023,516.832,-7.987,18.44,1132.18,-738.386,14.7003,1565.04,1103.61,24.4692,1772.46,-749.185,27.2417,502.55,-753.707,16.2696,-155.378,8.58877,19.4751
118,0,1347.77,-54.1138,25.6954,437.463,1087.25,17.8754,1069.08,1099.68,21.2368,2284.35,228.708,28.8835,1617.85,392.631,26.9485,781.317,447.131,23.0811,516.95,-8.07602,18.447,1132.18,-738.389,14.7125,1565.01,1103.61,24.4742,1772.44,-749.169,27.2341,502.422,-753.771,16.1177,-155.412,8.61591,19.5667
119,0,1347.76,-54.0746,25.6533,436.153,1088.07,16.8502,1069.07,1099.67,21.263,2284.34,228.711,28.8511,1617.87,392.641,26.9446,781.355,447.083,23.0539,516.965,-8.04784,18.3877,1132.19,-738.377,14.7063,1565.05,1103.6,24.471,1772.46,-749.202,27.2321,502.432,-753.738,16.1944,-155.438,8.59245,19.5473
120,0,1347.75,-54.0969,25.7117,437.273,1087.41,17.6632,1069.09,1099.7,21.2086,2284.4,228.739,28.9014,1617.87,392.634,26.957,781.406,447.105,23.1,517.054,-8.10631,18.4679,1132.2,-738.368,14.6554,1565.03,1103.63,24.4673,1772.52,-749.186,27.2411,502.497,-753.719,16.1712,-155.448,8.59578,19.6659
121,0,1347.76,-54.0937,25.6906,437.364,1087.29,17.6921,1069.13,1099.66,21.2556,2284.36,228.704,28.8557,1617.87,392.621,26.9594,781.339,447.166,23.0357,516.98,-8.01325,18.3715,1132.18,-738.353,14.6442,1565.01,1103.6,24.4617,1772.45,-749.212,27.1845,502.71,-753.687,16.3113,-155.423,8.58677,19.5278
122,0,1347.78,-54.106,25.7181,436.596,1087.81,17.3305,1069.1,1099.68,21.2429,2284.34,228.722,28.8748,1617.86,392.628,26.9523,781.488,447.072,23.0275,516.993,-8.0385,18.3875,1132.2,-738.382,14.7121,1565.01,1103.61,24.4806,1772.68,-748.984,27.1004,502.479,-753.713,16.2296,-155.494,8.5887,19.5203
123,0,1347.8,-54.1058,25.6851,436.593,1087.7,17.3657,1069.09,1099.67,21.2447,2284.33,228.691,28.8443,1617.87,392.627,26.9555,781.293,447.116,23.0457,517.061,-8.09333,18.4471,1132.18,-738.339,14.6497,1565.04,1103.63,24.4556,1772.58,-749.092,27.145,502.761,-753.594,16.3752,-155.421,8.64059,19.4977
124,0,1347.8,-54.0767,25.6541,437.326,1087.35,17.7822,1069.07,1099.7,21.254,2284.37,228.701,28.8915,1617.87,392.607,26.9697,781.332,447.11,23.062,516.991,-7.97539,18.4096,1132.22,-738.39,14.7411,1565.02,1103.6,24.4465,1772.61,-749.086,27.188,502.706,-753.692,16.3345,-155.438,8.57668,19.4975
125,0,1347.81,-54.1035,25.6689,437.464,1087.27,17.7808,1069.12,1099.68,21.2407,2284.37,228.719,28.8796,1617.89,392.636,26.9539,781.248,447.148,23.0358,516.825,-7.9632,18.3622,1132.19,-738.399,14.7032,1565.05,1103.6,24.4852,1772.56,-749.027,27.1541,502.711,-753.585,16.3575,-155.356,8.62151,19.5868
126,0,1347.74,-54.0565,25.5906,436.772,1087.57,17.4838,1069.07,1099.68,21.2374,2284.38,228.723,28.8833,1617.89,392.618,26.983,781.257,447.182,23.0398,516.713,-7.95645,18.43,1132.2,-738.411,14.6829,1565.08,1103.58,24.4728,1772.53,-749.053,27.1742,502.626,-753.642,16.332,-155.447,8.59984,19.4269
127,0,1347.72,-54.0675,25.6289,437.397,1087.38,17.8051,1069.11,1099.7,21.2479,2284.36,228.711,28.866,1617.86,392.632,26.9642,781.242,447.181,23.0612,517.173,-8.05293,18.4768,1132.17,-738.408,14.7011,1565.04,1103.62,24.4973,1772.59,-749.098,27.2026,502.854,-753.832,16.4997,-155.52,8.57272,19.4938
128,0,1347.78,-54.096,25.6623,437.715,1087.07,17.9991,1069.15,1099.65,21.2591,2284.34,228.711,28.8549,1617.87,392.614,26.9576,781.378,447.073,23.1292,517.03,-8.03737,18.4555,1132.17,-738.409,14.677,1565.03,1103.59,24.4863,1772.58,-749.141,27.2341,503,-753.791,16.526,-155.404,8.59215,19.4623
129,0,1347.76,-54.088,25.66,437.419,1087.35,17.8748,1069.1,1099.67,21.2557,2284.39,228.732,28.901,1617.87,392.631,26.9825,781.365,447.107,23.0858,517.062,-8.05759,18.3844,1132.21,-738.416,14.6972,1565.04,1103.63,24.491,1772.52,-749.073,27.1586,502.612,-753.708,16.2497,-155.475,8.55684,19.5471
130,0,1347.8,-54.0685,25.7194,437.715,1086.99,18.03,1069.14,1099.66,21.2755,2284.36,228.745,28.8631,1617.88,392.622,26.9541,781.307,447.123,23.0273,517.072,-8.09117,18.3661,1132.21,-738.389,14.6717,1565.04,1103.61,24.4632,1772.54,-749.1,27.1998,502.495,-753.749,16.2123,-155.389,8.61241,19.5142
131,0,1347.8,-54.09,25.677,437.548,1087.27,17.9462,1069.1,1099.68,21.2616,2284.36,228.726,28.8869,1617.86,392.633,26.9587,781.376,447.092,23.0626,516.829,-7.96533,18.3966,1132.19,-738.338,14.6399,1565.04,1103.61,24.446,1772.53,-749.106,27.2204,502.55,-753.742,16.2623,-155.482,8.6407,19.363
132,0,1347.75,-54.0626,25.6348,437.609,1087.04,17.9443,1069.09,1099.64,21.2631,2284.36,228.752,28.8602,1617.86,392.635,26.9534,781.531,447.048,23.0549,517.038,-8.0495,18.4452,1132.25,-738.35,14.7717,1565.04,1103.63,24.5006,1772.51,-749.141,27.1793,502.56,-753.7,16.2808,-155.338,8.64242,19.5408
133,0,1347.71,-54.0996,25.6361,436.103,1088.03,16.8561,1069.08,1099.66,21.2539,2284.32,228.704,28.8244,1617.87,392.638,26.9699,781.281,447.144,23.0694,517.151,-8.05957,18.4333,1132.16,-738.335,14.6222,1565.06,1103.62,24.4826,1772.57,-749.119,27.2538,502.877,-753.588,16.4954,-155.507,8.591,19.8023
134,0,1347.8,-54.0875,25.6552,437.294,1087.38,17.6779,1069.07,1099.69,21.2704,2284.35,228.709,28.9179,1617.88,392.617,26.9566,781.311,447.143,23.1423,517.051,-8.03489,18.3796,1132.18,-738.434,14.6831,1565.03,1103.6,24.4616,1772.51,-749.118,27.242,502.788,-753.622,16.3771,-155.431,8.61086,19.4454
135,0,1347.76,-54.0614,25.6278,437.481,1087.15,17.7898,1069.09,1099.68,21.2526,2284.35,228.694,28.8808,1617.88,392.625,26.9722,781.383,447.063,23.0738,517.056,-8.02887,18.3839,1132.17,-738.447,14.6573,1565.05,1103.62,24.453,1772.45,-749.177,27.2417,502.742,-753.636,16.3629,-155.461,8.56686,19.6418
136,0,1347.73,-54.0782,25.5857,436.578,1087.75,17.3172,1069.1,1099.69,21.24,2284.35,228.714,28.8661,1617.87,392.63,26.9352,781.3,447.14,23.0761,517.078,-8.02297,18.3702,1132.21,-738.373,14.7327,1565.06,1103.61,24.4751,1772.43,-749.176,27.175,502.524,-753.744,16.1874,-155.455,8.59341,19.565
137,0,1347.75,-54.1,25.6609,437.32,1087.38,17.7126,1069.05,1099.71,21.2056,2284.37,228.723,28.8681,1617.88,392.63,26.9481,781.239,447.163,23.0003,517.035,-7.98765,18.3813,1132.2,-738.408,14.7157,1565.04,1103.64,24.458,1772.47,-749.141,27.2132,502.547,-753.73,16.2529,-155.355,8.62608,19.5657
138,0,1347.77,-54.0836,25.6683,437.346,1087.32,17.7528,1069.1,1099.69,21.2307,2284.34,228.705,28.8477,1617.87,392.63,26.9469,781.511,447.014,22.9679,517.017,-8.10429,18.364,1132.16,-738.421,14.6851,1565.01,1103.61,24.4325,1772.45,-749.168,27.2273,502.841,-753.837,16.4676,-155.628,9.16582,19.4688
139,0,1347.66,-54.151,25.6791,437.354,1087.27,17.7836,1069.14,1099.65,21.2401,2284.36,228.701,28.8947,1617.87,392.622,26.9722,781.305,447.144,23.0932,517.027,-7.98693,18.4264,1132.16,-738.411,14.68,1565.04,1103.61,24.4583,1772.45,-749.165,27.2269,502.663,-753.6,16.3357,-155.401,8.5997,19.5255
140,0,1347.77,-54.093,25.6544,436.821,1087.61,17.4809,1069.12,1099.65,21.2623,2284.36,228.716,28.8904,1617.88,392.635,26.9826,781.258,447.166,23.0338,516.974,-8.0342,18.4887,1132.18,-738.422,14.6744,1565.04,1103.62,24.4695,1772.55,-749.178,27.2799,502.73,-753.617,16.3743,-155.395,8.59792,19.7162
141,0,1347.76,-54.1133,25.687,437.461,1087.24,17.8397,1069.06,1099.67,21.2394,2284.37,228.715,28.8734,1617.88,392.628,26.9679,781.386,447.118,23.0156,516.796,-7.93486,18.3939,1132.17,-738.405,14.6578,1565.04,1103.63,24.4615,1772.46,-749.153,27.1835,502.886,-753.544,16.4886,-155.468,8.61775,19.58
142,0,1347.79,-54.0807,25.6815,437.491,1087.17,17.8629,1069.08,1099.67,21.2594,2284.36,228.721,28.8748,1617.88,392.629,26.9579,781.359,447.071,23.0599,516.886,-7.94993,18.4371,1132.2,-738.414,14.712,1565.08,1103.63,24.4878,1772.42,-749.16,27.2194,502.823,-753.873,16.4572,-155.324,8.58148,19.6248
143,0,1347.81,-54.1034,25.7145,436.888,1087.53,17.6214,1069.06,1099.71,21.2409,2284.36,228.704,28.8949,1617.86,392.634,26.9703,781.414,447.088,23.0739,516.991,-8.03387,18.3761,1132.14,-738.402,14.6734,1565.02,1103.62,24.4465,1772.48,-749.16,27.2565,502.616,-753.676,16.3388,-155.388,8.59707,19.5583
144,0,1347.81,-54.0823,25.6606,437.544,1087.18,17.8976,1069.11,1099.65,21.2381,2284.36,228.724,28.8716,1617.87,392.618,26.959,781.257,447.15,23.0434,516.883,-7.96982,18.3983,1132.21,-738.374,14.6894,1565.03,1103.62,24.4766,1772.7,-748.974,27.1197,502.799,-753.552,16.3967,-155.454,8.59324,19.6606
145,0,1347.79,-54.0922,25.664,437.545,1087.27,17.9652,1069.05,1099.7,21.2568,2284.35,228.73,28.8644,1617.85,392.627,26.9495,781.435,447.071,23.072,516.927,-7.99332,18.4261,1132.17,-738.405,14.6829,1565.09,1103.61,24.5126,1772.59,-749.057,27.1335,502.548,-753.708,16.181,-155.438,8.57015,19.5954
146,0,1347.82,-54.1009,25.6582,436.974,1087.46,17.6286,1069.1,1099.67,21.2345,2284.31,228.682,28.8289,1617.88,392.619,26.9434,781.373,447.078,23.0356,517.117,-8.11733,18.4925,1132.23,-738.363,14.6994,1565.04,1103.63,24.4231,1772.6,-749.057,27.1879,502.695,-753.602,16.3288,-155.419,8.61787,19.5587
147,0,1347.83,-54.0872,25.6966,437.055,1087.43,17.7307,1069.09,1099.67,21.2483,2284.37,228.726,28.8527,1617.88,392.632,26.9669,781.363,447.091,23.0986,516.909,-7.96501,18.4317,1132.19,-738.366,14.7042,1565.04,1103.62,24.4486,1772.61,-749.098,27.1473,502.582,-753.721,16.3078,-155.429,8.61415,19.5532
