Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3678,0,1347.74,-54.034,25.5883,437.386,1087.34,17.7055,1067.93,1100.5,20.9947,2284.41,228.744,28.8978,1617.88,392.636,26.9492,781.349,447.142,23.0773,516.818,-7.99285,18.3312,1132.22,-738.366,14.7403,1565.05,1103.63,24.4636,1772.73,-748.944,27.1,502.662,-753.639,16.253,-155.497,8.61123,19.4332
3679,0,1347.76,-54.0628,25.6264,437.359,1087.42,17.7154,1067.93,1100.5,21.0269,2284.39,228.721,28.8945,1617.87,392.647,26.9614,781.341,447.2,23.0954,516.956,-7.98345,18.3885,1132.15,-738.417,14.6798,1565.05,1103.65,24.514,1772.6,-749.088,27.1675,502.756,-753.634,16.3423,-155.353,8.59884,19.5429
3680,0,1347.78,-54.0881,25.6708,437.333,1087.4,17.767,1067.91,1100.51,21.0235,2284.32,228.719,28.8214,1617.89,392.635,26.9745,781.432,447.167,23.1213,517.03,-8.03917,18.4398,1132.2,-738.379,14.6672,1565.04,1103.62,24.4803,1772.59,-749.078,27.1458,502.575,-753.643,16.3002,-155.383,8.58272,19.5573
3681,0,1347.81,-54.0753,25.676,437.373,1087.39,17.7801,1068.7,1099.91,21.1902,2284.37,228.722,28.8614,1617.87,392.639,26.9455,781.31,447.148,23.0229,516.959,-8.00178,18.3687,1132.19,-738.355,14.6194,1565.04,1103.62,24.4373,1772.57,-749.04,27.1792,501.461,-753.586,15.7485,-155.39,8.57707,19.6572
3682,0,1347.77,-54.1022,25.6502,437.439,1087.23,17.7659,1067.94,1100.49,20.986,2284.36,228.701,28.8557,1617.88,392.628,26.9347,781.286,447.207,23.0479,516.895,-8.0286,18.3777,1132.19,-738.387,14.6727,1565.05,1103.65,24.4732,1772.56,-749.097,27.1371,502.705,-753.696,16.3406,-155.416,8.58595,19.5362
3683,0,1347.72,-54.0745,25.6055,437.439,1087.19,17.7763,1067.97,1100.46,21.0593,2284.38,228.724,28.8669,1617.87,392.642,26.9477,781.337,447.165,23.0385,516.89,-8.04469,18.3108,1132.19,-738.35,14.64,1565.02,1103.63,24.4613,1772.56,-749.07,27.214,502.536,-753.706,16.2296,-155.384,8.57925,19.5326
3684,0,1347.73,-54.0646,25.6392,437.455,1087.33,17.8976,1068.69,1099.93,21.2272,2284.35,228.709,28.8666,1617.88,392.628,26.9549,781.275,447.194,23.0695,517.066,-8.05073,18.4656,1132.25,-738.37,14.7601,1565.05,1103.64,24.4762,1772.54,-749.099,27.1516,502.389,-753.737,16.1358,-155.427,8.59783,19.5042
3685,0,1347.81,-54.0172,25.6729,436.91,1087.6,17.6638,1067.92,1100.51,21.0215,2284.34,228.693,28.8597,1617.87,392.642,26.966,781.312,447.158,22.9595,516.992,-8.00774,18.464,1132.22,-738.378,14.7349,1565.07,1103.65,24.4935,1772.5,-749.108,27.1773,502.567,-753.696,16.2389,-155.404,8.61962,19.6862
3686,0,1347.82,-54.0697,25.6714,437.515,1087.31,17.9771,1067.92,1100.51,21.009,2284.33,228.689,28.8236,1617.88,392.64,26.9611,781.335,447.117,23.0414,517.028,-7.97556,18.4042,1132.18,-738.392,14.6547,1565.04,1103.63,24.4558,1772.55,-749.094,27.186,502.886,-753.774,16.4695,-155.477,8.60458,19.5578
3687,0,1347.74,-54.0796,25.6383,436.987,1087.45,17.7069,1067.94,1100.48,20.9811,2284.36,228.71,28.851,1617.89,392.634,26.9674,781.295,447.174,22.9903,516.849,-7.98731,18.366,1132.27,-738.331,14.7737,1565.04,1103.62,24.4715,1772.52,-749.097,27.2001,502.572,-753.661,16.21,-155.413,8.56596,19.5139
3688,0,1347.74,-54.0496,25.6359,438.035,1086.83,18.2089,1067.98,1100.44,21.0364,2284.35,228.72,28.887,1617.88,392.619,26.9721,781.276,447.147,23.0937,516.985,-8.07405,18.4769,1132.19,-738.352,14.6403,1565.05,1103.62,24.4575,1772.5,-749.136,27.1743,502.545,-753.714,16.2133,-155.466,8.57828,19.4593
3689,0,1347.69,-54.1013,25.6139,437.604,1087.17,17.987,1067.97,1100.47,21.0325,2284.34,228.714,28.8751,1617.86,392.668,26.9611,781.253,447.161,22.9865,516.977,-7.96571,18.3476,1132.16,-738.374,14.6624,1565.08,1103.6,24.4905,1772.75,-748.956,27.1847,502.608,-753.647,16.2682,-155.35,8.56957,19.5473
3690,0,1347.81,-54.0623,25.6631,437.004,1087.57,17.7348,1067.93,1100.48,21.0134,2284.35,228.699,28.8895,1617.87,392.647,26.9413,781.295,447.175,22.9897,516.972,-7.99628,18.3851,1132.18,-738.336,14.6349,1565.06,1103.66,24.4702,1772.6,-749.071,27.1855,502.693,-753.658,16.3053,-155.375,8.58342,19.4523
3691,0,1347.76,-54.0737,25.6335,437.816,1087.13,18.1793,1067.94,1100.51,21.0076,2284.38,228.732,28.8598,1617.88,392.632,26.9502,781.319,447.162,23.0471,516.993,-8.02223,18.4177,1132.17,-738.369,14.6559,1565.06,1103.61,24.4757,1772.69,-748.945,27.0719,502.819,-753.842,16.4553,-155.399,8.61615,19.6044
3692,0,1347.79,-54.0945,25.6636,436.767,1087.81,17.119,1067.95,1100.51,21.0299,2284.36,228.713,28.8502,1617.87,392.635,26.9553,781.284,447.086,23.0311,516.98,-8.05215,18.427,1132.18,-738.385,14.6941,1565.04,1103.63,24.488,1772.58,-749.024,27.1686,501.736,-753.536,15.8923,-155.373,8.59425,19.5325
3693,0,1347.78,-54.0813,25.668,437.301,1087.32,17.6841,1067.92,1100.5,21.0275,2284.3,228.697,28.8317,1617.87,392.65,26.9556,781.318,447.1,23.0235,516.983,-8.01565,18.42,1132.18,-738.389,14.6586,1565.05,1103.6,24.4597,1772.57,-749.048,27.1684,501.528,-753.591,15.7086,-155.436,8.5703,19.5516
3694,0,1347.75,-54.0644,25.6393,437.306,1087.37,17.6716,1067.95,1100.46,21.0214,2284.38,228.722,28.8864,1617.86,392.629,26.9494,781.267,447.17,22.9988,517.004,-8.04764,18.4448,1132.17,-738.4,14.6972,1565.04,1103.61,24.4681,1772.6,-749.071,27.1806,502.604,-753.678,16.261,-155.381,8.60394,19.5916
3695,0,1347.74,-54.0536,25.6031,437.354,1087.35,17.6834,1067.91,1100.51,21.0038,2284.38,228.732,28.8323,1617.89,392.651,26.9778,781.265,447.126,23.0181,516.843,-8.03016,18.2835,1132.19,-738.354,14.613,1565.04,1103.63,24.4444,1772.57,-749.055,27.1611,502.663,-753.598,16.2531,-155.41,8.60811,19.4791
3696,0,1347.82,-54.0558,25.6824,437.348,1087.37,17.7114,1067.95,1100.48,21.0074,2284.36,228.709,28.8527,1617.89,392.632,26.966,781.343,447.104,23.0571,516.958,-8.03029,18.373,1132.22,-738.375,14.733,1565.05,1103.62,24.4581,1772.57,-749.121,27.1895,502.501,-753.755,16.1979,-155.4,8.59564,19.5037
3697,0,1347.82,-54.0662,25.6868,437.392,1087.31,17.7303,1067.93,1100.52,21.0427,2284.34,228.703,28.8375,1617.88,392.636,26.9526,781.561,447.082,23.0718,517.049,-8.15039,18.46,1132.2,-738.415,14.7417,1565.03,1103.64,24.4505,1772.55,-749.057,27.2165,502.601,-753.702,16.3066,-155.45,8.6135,19.588
3698,0,1347.77,-54.1077,25.6675,436.746,1087.64,17.4419,1067.91,1100.49,21.0209,2284.39,228.741,28.8975,1617.88,392.631,26.9703,781.318,447.096,23.104,516.998,-7.96395,18.2571,1132.16,-738.39,14.6631,1565.03,1103.64,24.4744,1772.52,-749.117,27.1383,502.849,-753.559,16.4763,-155.438,8.60293,19.6606
3699,0,1347.77,-54.1067,25.6569,437.452,1087.26,17.7992,1067.94,1100.47,21.0297,2284.38,228.702,28.8769,1617.88,392.617,26.9542,781.301,447.146,23.032,516.996,-7.95419,18.4068,1132.17,-738.369,14.6585,1565.08,1103.61,24.4618,1772.52,-749.117,27.1819,502.582,-753.716,16.1661,-155.49,8.57163,19.4844
3700,0,1347.77,-54.0713,25.6119,437.432,1087.23,17.8049,1067.96,1100.47,21.027,2284.38,228.726,28.8585,1617.87,392.634,26.9435,781.439,447.104,23.0183,516.909,-7.94599,18.3995,1132.22,-738.375,14.6932,1565.04,1103.62,24.4629,1772.52,-749.1,27.2117,502.828,-753.865,16.465,-155.462,8.6266,19.5427
3701,0,1347.74,-54.0687,25.6397,437.474,1087.22,17.8086,1067.95,1100.49,21.0097,2284.35,228.719,28.8436,1617.87,392.629,26.9581,781.275,447.119,23.0614,517.115,-8.07406,18.5211,1132.18,-738.374,14.6666,1565.04,1103.62,24.4883,1772.48,-749.141,27.1585,502.678,-753.583,16.3147,-155.368,8.62863,19.5937
3702,0,1347.79,-54.0867,25.6548,437.488,1087.26,17.9088,1067.92,1100.5,21.0178,2284.37,228.742,28.883,1617.88,392.654,26.957,781.292,447.133,23.0976,516.954,-8.01991,18.3116,1132.19,-738.339,14.6541,1565.1,1103.61,24.4856,1772.5,-749.124,27.2373,502.475,-753.746,16.1906,-155.267,8.63479,19.5554
3703,0,1347.76,-54.0572,25.6439,437.501,1087.2,17.8744,1067.97,1100.45,21.0032,2284.39,228.739,28.9052,1617.87,392.632,26.9543,781.281,447.141,23.0274,516.949,-8.06611,18.3586,1132.26,-738.342,14.7413,1565.06,1103.65,24.4746,1772.52,-749.122,27.2486,502.378,-753.695,16.0922,-155.411,8.56025,19.6411
3704,0,1347.7,-54.0693,25.6159,437.029,1087.48,17.6465,1067.96,1100.43,21.0109,2284.37,228.726,28.8699,1617.87,392.62,26.9477,781.314,447.168,23.0232,516.969,-8.01398,18.3874,1132.18,-738.348,14.5972,1565.05,1103.63,24.4702,1772.48,-749.163,27.2374,502.774,-753.568,16.3703,-155.377,8.62028,19.4855
3705,0,1347.79,-54.0951,25.6488,437.642,1087.02,17.9713,1068.7,1099.9,21.2167,2284.37,228.706,28.8634,1617.89,392.631,26.9515,781.347,447.119,23.0721,517.403,-8.1009,18.4849,1132.17,-738.343,14.654,1565.04,1103.6,24.4381,1772.49,-749.181,27.2567,502.532,-753.734,16.1889,-155.394,8.60356,19.4535
3706,0,1347.77,-54.0981,25.6632,437.071,1087.45,17.713,1068.75,1099.9,21.2241,2284.35,228.724,28.8415,1617.88,392.641,26.9555,781.352,447.126,23.0554,517.209,-8.10419,18.4564,1132.18,-738.434,14.6958,1565.05,1103.64,24.4457,1772.5,-749.123,27.259,501.404,-753.671,15.6503,-155.33,8.61886,19.6338
3707,0,1347.78,-54.0953,25.646,437.556,1087.26,18.0011,1067.93,1100.5,21.0171,2284.34,228.721,28.8336,1617.87,392.648,26.935,781.286,447.194,22.9768,517.097,-8.06102,18.403,1132.18,-738.381,14.6393,1565.03,1103.62,24.4594,1772.49,-749.16,27.2374,502.583,-753.766,16.2379,-155.412,8.61143,19.4189
3708,0,1347.83,-54.0407,25.6808,437.572,1087.15,17.8936,1067.9,1100.53,20.9794,2284.35,228.698,28.8635,1617.88,392.635,26.9436,781.296,447.161,23.0496,517.061,-8.09851,18.4003,1132.2,-738.361,14.6496,1565.06,1103.63,24.4692,1772.47,-749.163,27.2267,502.575,-753.619,16.2186,-155.433,8.58064,19.6139
3709,0,1347.78,-54.0743,25.6583,436.968,1087.48,17.5874,1067.93,1100.49,21.0448,2284.37,228.737,28.8921,1617.88,392.645,26.9601,781.339,447.087,22.9944,517.174,-8.06871,18.4781,1132.18,-738.321,14.5992,1565.06,1103.62,24.4636,1772.47,-749.164,27.2271,502.847,-753.549,16.4266,-155.471,8.58325,19.5447
3710,0,1347.73,-54.049,25.5775,437.778,1087.02,18.0694,1067.93,1100.5,21.0101,2284.35,228.725,28.8358,1617.89,392.634,26.975,781.533,447.092,23.0193,517.068,-8.11193,18.55,1132.23,-738.386,14.7315,1565.06,1103.6,24.4657,1772.47,-749.161,27.2505,502.562,-753.655,16.227,-155.433,8.59326,19.5429
3711,0,1347.7,-54.1285,25.6613,437.078,1087.34,17.6638,1068.71,1099.94,21.2218,2284.38,228.724,28.8673,1617.86,392.617,26.9486,781.285,447.148,23.0565,517.076,-8.08644,18.3855,1132.18,-738.399,14.6836,1565.04,1103.61,24.4266,1772.5,-749.165,27.2437,502.563,-753.685,16.2615,-155.428,8.59683,19.491
3712,0,1347.76,-54.1058,25.7027,437.5,1087.33,17.9549,1067.97,1100.46,21.0229,2284.35,228.717,28.8457,1617.88,392.631,26.946,781.378,447.092,23.0068,517.024,-8.03029,18.4058,1132.16,-738.416,14.6773,1565.08,1103.61,24.454,1772.49,-749.187,27.2418,501.539,-753.563,15.7438,-155.444,8.61097,19.5834
3713,0,1347.75,-54.0575,25.6217,436.099,1088.07,16.7948,1067.94,1100.5,21.0465,2284.37,228.73,28.8794,1617.86,392.64,26.9434,781.33,447.12,23.0091,517.042,-8.04273,18.4113,1132.19,-738.398,14.6669,1565.03,1103.64,24.4625,1772.47,-749.185,27.2514,501.862,-753.572,15.8905,-155.335,8.60951,19.4371
3714,0,1347.74,-54.0399,25.5975,437.298,1087.41,17.6615,1067.94,1100.47,21.0317,2284.36,228.721,28.8508,1617.89,392.653,26.9546,781.383,447.107,23.0598,517.082,-7.99464,18.3247,1132.19,-738.375,14.7097,1565.04,1103.63,24.4712,1772.47,-749.174,27.2187,501.268,-753.565,15.5993,-155.356,8.60202,19.5488
3715,0,1347.74,-54.1056,25.6594,436.639,1087.72,17.3142,1067.93,1100.51,21.0162,2284.36,228.724,28.8631,1617.87,392.647,26.955,781.269,447.141,23.0482,517.095,-8.03798,18.4408,1132.18,-738.337,14.6348,1565.03,1103.63,24.4731,1772.73,-748.949,27.1468,502.647,-753.685,16.2744,-155.444,8.6159,19.7273
3716,0,1347.74,-54.0803,25.6444,437.3,1087.39,17.7087,1067.96,1100.45,21.0212,2284.35,228.728,28.848,1617.87,392.626,26.964,781.357,447.142,23.0874,517.235,-8.14004,18.5096,1132.2,-738.361,14.644,1565.04,1103.63,24.4579,1772.57,-749.058,27.1535,502.589,-753.716,16.3172,-155.43,8.59886,19.6984
3717,0,1347.76,-54.0792,25.6868,437.255,1087.45,17.6858,1067.98,1100.43,20.9995,2284.37,228.706,28.8809,1617.87,392.632,26.9474,781.338,447.124,23.012,517.014,-8.10157,18.4153,1132.21,-738.369,14.7053,1565.06,1103.62,24.4667,1772.57,-749.062,27.1467,502.796,-753.548,16.3439,-155.453,8.5824,19.3956
3718,0,1347.8,-54.0864,25.6685,437.324,1087.38,17.7094,1067.98,1100.45,21.0354,2284.39,228.73,28.8647,1617.88,392.633,26.9721,781.484,447.098,23.007,516.932,-8.04411,18.5111,1132.22,-738.384,14.7375,1565.09,1103.6,24.4789,1772.61,-749.057,27.1656,502.564,-753.678,16.2674,-155.347,8.64043,19.5377
3719,0,1347.76,-54.0469,25.6095,437.405,1087.27,17.7644,1067.87,1100.54,20.9922,2284.36,228.711,28.8589,1617.87,392.647,26.9471,781.305,447.168,23.0671,516.975,-8.11099,18.422,1132.2,-738.353,14.6653,1565.04,1103.63,24.461,1772.55,-749.08,27.1377,502.946,-753.794,16.5492,-155.359,8.59437,19.5683
3720,0,1347.76,-54.0813,25.6451,437.39,1087.33,17.7817,1067.92,1100.52,20.9794,2284.35,228.732,28.8309,1617.86,392.641,26.9301,781.318,447.156,22.9942,517.016,-8.04852,18.453,1132.2,-738.36,14.6739,1565.06,1103.64,24.4673,1772.73,-748.961,27.1078,502.399,-753.648,16.073,-155.378,8.62423,19.6093
3721,0,1347.83,-54.0805,25.6804,437.43,1087.23,17.8157,1067.96,1100.44,21.0031,2284.34,228.697,28.8554,1617.86,392.634,26.9517,781.384,447.089,23.0491,516.928,-8.0038,18.3683,1132.27,-738.365,14.7928,1565.05,1103.6,24.4701,1772.59,-749.078,27.172,502.71,-753.708,16.3224,-155.423,8.57661,19.5879
3722,0,1347.73,-54.1353,25.6709,437.45,1087.22,17.7978,1067.89,1100.49,21.0008,2284.35,228.712,28.8659,1617.86,392.631,26.947,781.436,447.069,23.0596,516.934,-8.03588,18.3782,1132.16,-738.399,14.6608,1565.08,1103.63,24.4931,1772.67,-749.048,27.2466,502.585,-753.668,16.3238,-155.443,8.58849,19.4871
3723,0,1347.77,-54.0856,25.6124,437.526,1087.19,17.8522,1067.92,1100.51,20.9823,2284.37,228.741,28.8726,1617.88,392.627,26.9403,781.295,447.108,23.0406,517.106,-8.13858,18.4346,1132.21,-738.351,14.6661,1565.09,1103.6,24.4588,1772.7,-748.957,27.1199,502.915,-753.83,16.5373,-155.473,8.57586,19.4679
3724,0,1347.73,-54.0584,25.5735,436.969,1087.55,17.656,1067.89,1100.53,20.9926,2284.33,228.724,28.8464,1617.88,392.633,26.9553,781.475,447.104,22.9733,516.919,-8.02551,18.289,1132.16,-738.403,14.6603,1565.04,1103.61,24.4335,1772.55,-749.057,27.1588,502.517,-753.688,16.1551,-155.435,8.57265,19.5681
3725,0,1347.76,-54.0414,25.6221,437.59,1087.2,17.9817,1067.97,1100.47,21.0332,2284.35,228.73,28.8395,1617.87,392.636,26.9608,781.287,447.128,23,516.99,-8.02369,18.4507,1132.19,-738.366,14.6392,1565.05,1103.63,24.4778,1772.63,-749.049,27.164,502.766,-753.628,16.4142,-155.473,8.65962,19.7621
3726,0,1347.8,-54.0879,25.6543,436.802,1087.82,17.0992,1068.76,1099.87,21.2237,2284.36,228.712,28.878,1617.87,392.635,26.9523,781.275,447.125,23.059,516.908,-8.03232,18.3258,1132.17,-738.354,14.6342,1565.05,1103.66,24.4446,1772.61,-749.043,27.2072,502.606,-753.699,16.2794,-155.325,8.63918,19.3645
3727,0,1347.76,-54.0891,25.7018,437.259,1087.49,17.6186,1067.95,1100.45,21.0306,2284.38,228.735,28.8673,1617.87,392.636,26.958,781.441,447.088,22.9903,516.987,-8.00966,18.3645,1132.15,-738.336,14.6032,1565.05,1103.63,24.4686,1772.56,-749.083,27.1594,502.744,-753.653,16.354,-155.427,8.58146,19.5847
3728,0,1347.79,-54.0878,25.6665,436.573,1087.76,17.3026,1067.92,1100.49,21.0212,2284.34,228.7,28.8605,1617.87,392.619,26.9476,781.32,447.036,23.0869,517.076,-8.10897,18.3912,1132.19,-738.346,14.6409,1565.04,1103.62,24.4707,1772.59,-749.111,27.1751,501.386,-753.587,15.6899,-155.41,8.60892,19.4651
3729,0,1347.79,-54.0971,25.6621,437.295,1087.4,17.6865,1067.97,1100.47,21.0187,2284.33,228.702,28.846,1617.88,392.627,26.9545,781.377,447.12,23.0029,517.057,-8.0116,18.4198,1132.2,-738.336,14.6255,1565.04,1103.63,24.4352,1772.58,-749.097,27.1742,502.44,-753.762,16.1334,-155.375,8.59175,19.5076
3730,0,1347.72,-54.0311,25.5943,437.298,1087.38,17.6841,1067.93,1100.51,21.0176,2284.34,228.714,28.8576,1617.88,392.63,26.9461,781.376,447.103,23.0454,516.949,-8.03377,18.4608,1132.2,-738.381,14.6655,1565.05,1103.65,24.486,1772.55,-749.088,27.1958,502.762,-753.619,16.3634,-155.423,8.60066,19.6552
3731,0,1347.73,-54.0854,25.6001,436.774,1087.82,17.089,1067.92,1100.52,21.0064,2284.38,228.721,28.9124,1617.87,392.638,26.9464,781.307,447.14,23.0572,516.911,-8.0136,18.4304,1132.19,-738.382,14.6752,1565.08,1103.61,24.4874,1772.55,-749.108,27.1983,502.623,-753.729,16.3102,-155.452,8.5997,19.5657
3732,0,1347.79,-54.0896,25.6548,437.282,1087.36,17.6864,1068.74,1099.89,21.2567,2284.35,228.724,28.8455,1617.88,392.632,26.9625,781.247,447.145,23.0409,516.941,-8.03513,18.4072,1132.15,-738.408,14.6531,1565.03,1103.63,24.4536,1772.52,-749.077,27.206,502.588,-753.621,16.2193,-155.444,8.60334,19.4771
3733,0,1347.79,-54.0736,25.6688,436.621,1087.78,17.3356,1068.72,1099.91,21.2191,2284.33,228.695,28.8367,1617.88,392.626,26.9478,781.295,447.18,23.0148,516.961,-8.06811,18.4293,1132.18,-738.396,14.6401,1565.06,1103.61,24.4702,1772.51,-749.115,27.1964,502.51,-753.751,16.2623,-155.371,8.64352,19.7568
3734,0,1347.78,-54.0886,25.6568,436.655,1087.75,17.3536,1067.95,1100.48,21.0019,2284.34,228.734,28.8568,1617.86,392.645,26.9617,781.348,447.162,23.0116,516.992,-8.04512,18.4528,1132.15,-738.339,14.558,1565.06,1103.64,24.4803,1772.47,-749.132,27.1436,502.606,-753.678,16.2908,-155.403,8.59311,19.6473
3735,0,1347.74,-54.1226,25.6711,437.324,1087.38,17.6804,1067.95,1100.47,21.0172,2284.34,228.712,28.8622,1617.88,392.641,26.9747,781.33,447.128,23.0297,516.8,-8.00887,18.3288,1132.16,-738.415,14.6538,1565.04,1103.62,24.4493,1772.49,-749.149,27.2501,502.485,-753.757,16.1606,-155.389,8.5825,19.7214
3736,0,1347.74,-54.1105,25.7299,437.351,1087.35,17.7315,1067.94,1100.51,20.9955,2284.36,228.737,28.8343,1617.88,392.636,26.9465,781.467,447.079,23.0552,516.946,-8.01534,18.3675,1132.19,-738.348,14.6572,1565.06,1103.62,24.4497,1772.43,-749.157,27.1793,502.673,-753.594,16.2891,-155.323,8.61957,19.4949
3737,0,1347.72,-54.0761,25.6244,436.765,1087.67,17.4543,1067.96,1100.48,21.0019,2284.39,228.747,28.8971,1617.89,392.625,26.9463,781.358,447.131,23.062,516.969,-8.01723,18.3599,1132.22,-738.378,14.742,1565.07,1103.6,24.4864,1772.44,-749.185,27.189,502.692,-753.665,16.3499,-155.352,8.6015,19.53
3738,0,1347.79,-54.067,25.6559,437.371,1087.38,17.7915,1067.95,1100.47,20.9961,2284.4,228.739,28.8877,1617.88,392.648,26.954,781.253,447.163,23.0519,516.999,-8.02046,18.3586,1132.21,-738.352,14.6111,1565.05,1103.63,24.4659,1772.45,-749.17,27.1803,502.488,-753.67,16.2078,-155.437,8.63271,19.3759
3739,0,1347.82,-54.0812,25.6925,436.841,1087.57,17.5377,1067.94,1100.49,21.0125,2284.35,228.731,28.8529,1617.88,392.627,26.9601,781.349,447.131,22.9752,516.92,-7.98726,18.3888,1132.18,-738.361,14.6089,1565.08,1103.62,24.4834,1772.45,-749.161,27.2545,502.473,-753.789,16.1809,-155.452,8.58726,19.5654
3740,0,1347.76,-54.1215,25.6925,436.948,1087.58,17.5472,1067.96,1100.48,21.0372,2284.38,228.707,28.8963,1617.88,392.642,26.9734,781.27,447.156,23.0655,516.83,-8.01137,18.4157,1132.18,-738.336,14.6252,1565.04,1103.61,24.4577,1772.48,-749.152,27.2131,502.551,-753.646,16.2729,-155.424,8.59042,19.5496
3741,0,1347.76,-54.0224,25.6027,437.509,1087.2,17.8368,1067.92,1100.51,21.0159,2284.37,228.708,28.8714,1617.88,392.634,26.959,781.336,447.107,23.0381,517.026,-8.08437,18.4057,1132.18,-738.409,14.6694,1565.07,1103.64,24.4955,1772.45,-749.171,27.1846,502.6,-753.668,16.234,-155.434,8.6162,19.5748
3742,0,1347.75,-54.0213,25.5765,436.928,1087.6,17.6323,1067.96,1100.46,20.9929,2284.36,228.747,28.828,1617.87,392.631,26.932,781.241,447.185,22.994,516.946,-8.00266,18.4333,1132.19,-738.37,14.6689,1565.06,1103.62,24.4442,1772.45,-749.175,27.2167,502.616,-753.679,16.2889,-155.375,8.64059,19.4996
3743,0,1347.78,-54.0843,25.6674,436.77,1087.81,17.1083,1067.94,1100.48,20.9936,2284.35,228.721,28.8474,1617.86,392.631,26.95,781.321,447.105,23.0247,517.04,-8.04505,18.4038,1132.2,-738.395,14.6818,1565.05,1103.61,24.4236,1772.4,-749.155,27.2046,502.448,-753.708,16.1146,-155.408,8.65099,19.4818
3744,0,1347.77,-54.0578,25.6377,437.303,1087.39,17.6677,1067.96,1100.46,21.0216,2284.36,228.726,28.8691,1617.89,392.637,26.9802,781.386,447.13,23.0972,516.841,-7.93529,18.4181,1132.19,-738.357,14.6595,1565.06,1103.64,24.4898,1772.48,-749.174,27.1978,501.281,-753.584,15.6377,-155.45,8.55908,19.6386
3745,0,1347.78,-54.0857,25.6545,437.258,1087.48,17.6541,1067.98,1100.47,21.0601,2284.31,228.69,28.8346,1617.88,392.628,26.9648,781.285,447.112,23.0726,516.947,-8.04523,18.3556,1132.18,-738.382,14.6631,1565.08,1103.6,24.4931,1772.45,-749.163,27.2368,502.612,-753.739,16.2748,-155.417,8.55347,19.6361
3746,0,1347.76,-54.076,25.6341,437.297,1087.35,17.6738,1067.96,1100.51,21.0691,2284.4,228.733,28.8962,1617.87,392.623,26.9853,781.371,447.143,23.0156,516.912,-8.02815,18.3384,1132.2,-738.386,14.7227,1565.03,1103.6,24.4597,1772.49,-749.177,27.2327,502.896,-753.852,16.5427,-155.347,8.60801,19.3816
3747,0,1347.71,-54.049,25.6103,437.321,1087.41,17.6682,1067.96,1100.5,20.9928,2284.34,228.689,28.8247,1617.86,392.638,26.9263,781.316,447.185,23.0325,516.98,-7.99577,18.366,1132.24,-738.379,14.6854,1565.05,1103.63,24.45,1772.49,-749.148,27.2222,502.482,-753.719,16.2002,-155.317,8.63365,19.6245
3748,0,1347.78,-54.0472,25.6066,437.299,1087.42,17.6785,1067.95,1100.46,20.9891,2284.38,228.743,28.8717,1617.87,392.626,26.9381,781.39,447.081,23.0076,516.94,-8.01693,18.3457,1132.18,-738.402,14.6228,1565.06,1103.63,24.4799,1772.5,-749.159,27.2227,502.895,-753.848,16.4437,-155.442,8.61187,19.5215
3749,0,1347.81,-54.1025,25.6845,436.107,1088.09,16.7966,1067.94,1100.48,21.0259,2284.33,228.717,28.8526,1617.88,392.633,26.946,781.375,447.168,23.0122,516.918,-8.00785,18.4138,1132.15,-738.393,14.6708,1565.05,1103.59,24.4747,1772.46,-749.147,27.209,502.605,-753.656,16.2327,-155.339,8.59551,19.4278
3750,0,1347.79,-54.1094,25.6757,436.095,1088.08,16.826,1067.96,1100.48,21.0453,2284.36,228.721,28.8686,1617.88,392.639,26.9733,781.319,447.158,22.9923,516.903,-7.99693,18.3206,1132.18,-738.343,14.6448,1565.04,1103.62,24.4797,1772.48,-749.158,27.238,502.446,-753.798,16.1694,-155.43,8.60682,19.6076
3751,0,1347.64,-54.1143,25.6117,437.619,1087.15,17.86,1067.93,1100.47,21.0283,2284.38,228.73,28.8767,1617.87,392.637,26.9779,781.357,447.138,23.0249,516.983,-8.04494,18.3995,1132.19,-738.373,14.6777,1565.06,1103.61,24.4976,1772.47,-749.155,27.2356,502.671,-753.579,16.3302,-155.402,8.58972,19.6425
3752,0,1347.78,-54.1038,25.6902,437.322,1087.36,17.6709,1067.94,1100.48,20.9969,2284.38,228.733,28.8839,1617.88,392.634,26.9707,781.342,447.075,23.0432,517.118,-8.06974,18.4868,1132.24,-738.368,14.6858,1565.04,1103.62,24.4634,1772.46,-749.151,27.2224,502.579,-753.757,16.2638,-155.394,8.59235,19.554
3753,0,1347.74,-54.0638,25.6129,437.281,1087.42,17.6371,1068.73,1099.88,21.2009,2284.35,228.732,28.8242,1617.88,392.635,26.9417,781.546,447.05,22.9875,517.001,-8.06202,18.4582,1132.21,-738.402,14.6867,1565.05,1103.64,24.4462,1772.46,-749.152,27.1954,502.502,-753.693,16.2106,-155.337,8.56356,19.6143
